id,nom_dept,nom_com,id_com,nom_station,code_station_ue,typologie,nom_poll,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x,y
66,PARIS,PARIS-15E-ARRONDISSEMENT,75115,PARIS stade Lenglen,4179,Urbaine,NO2,8,28,ug.m-3,annuelle,2014/12/31 23:00:00+00,2015/12/31 23:00:00+00,1,646401,6859173
67,PARIS,PARIS-15E-ARRONDISSEMENT,75115,PARIS stade Lenglen,4179,Urbaine,NO2,8,28,ug.m-3,annuelle,2016/12/31 23:00:00+00,2017/12/31 23:00:00+00,1,646401,6859173
68,VAL-D'OISE,LE THILLAY,95612,GONESSE,4024,Periurb.,NO2,8,26,ug.m-3,annuelle,2012/12/31 23:00:00+00,2013/12/31 23:00:00+00,1,659365,6876912
69,VAL-D'OISE,LE THILLAY,95612,GONESSE,4024,Periurb.,NO2,8,28,ug.m-3,annuelle,2013/12/31 23:00:00+00,2014/12/31 23:00:00+00,1,659365,6876912
70,VAL-D'OISE,LE THILLAY,95612,GONESSE,4024,Periurb.,NO2,8,27,ug.m-3,annuelle,2014/12/31 23:00:00+00,2015/12/31 23:00:00+00,1,659365,6876912
71,VAL-D'OISE,LE THILLAY,95612,GONESSE,4024,Periurb.,NO2,8,25,ug.m-3,annuelle,2015/12/31 23:00:00+00,2016/12/31 23:00:00+00,1,659365,6876912
72,VAL-D'OISE,LE THILLAY,95612,GONESSE,4024,Periurb.,NO2,8,26,ug.m-3,annuelle,2016/12/31 23:00:00+00,2017/12/31 23:00:00+00,1,659365,6876912
73,HAUTS-DE-SEINE,GENNEVILLIERS,92036,GENNEVILLIERS,4002,Urbaine,NO2,8,32,ug.m-3,annuelle,2012/12/31 23:00:00+00,2013/12/31 23:00:00+00,1,648292,6870262
74,HAUTS-DE-SEINE,GENNEVILLIERS,92036,GENNEVILLIERS,4002,Urbaine,NO2,8,32,ug.m-3,annuelle,2013/12/31 23:00:00+00,2014/12/31 23:00:00+00,1,648292,6870262
75,HAUTS-DE-SEINE,GENNEVILLIERS,92036,GENNEVILLIERS,4002,Urbaine,NO2,8,31,ug.m-3,annuelle,2014/12/31 23:00:00+00,2015/12/31 23:00:00+00,1,648292,6870262
76,HAUTS-DE-SEINE,GENNEVILLIERS,92036,GENNEVILLIERS,4002,Urbaine,NO2,8,33,ug.m-3,annuelle,2015/12/31 23:00:00+00,2016/12/31 23:00:00+00,1,648292,6870262
77,HAUTS-DE-SEINE,GENNEVILLIERS,92036,GENNEVILLIERS,4002,Urbaine,NO2,8,31,ug.m-3,annuelle,2016/12/31 23:00:00+00,2017/12/31 23:00:00+00,1,648292,6870262
78,PARIS,PARIS-6E-ARRONDISSEMENT,75106,Rue Bonaparte,4071,Trafic,NO2,8,46.6,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,651166,6862011
79,ESSONNE,EVRY,91228,EVRY,4323,Urbaine,NO2,8,24.6,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,657945,6836504
80,PARIS,PARIS-2E-ARRONDISSEMENT,75102,Place de l'Opéra,4118,Trafic,NO2,8,65.3,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,651036,6863568
81,VAL-D'OISE,GONESSE,95277,GONESSE,4024,Periurb.,NO2,8,24.2,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,659365,6876912
82,VAL-D'OISE,BONNEUIL-EN-FRANCE,95088,GONESSE,4024,Periurb.,NO2,8,24.2,ug.m-3,annuelle,2017/12/31 23:00:00+00,2018/12/31 23:00:00+00,1,659365,6876912
