Year,Site,Annual average maximum daily 8-hour mean O3 concentration (ug/m3),95% confidence interval for 'All sites' (+/-),Annual data capture (%)
2003,Plymouth Centre,60.8514558689718,,86.027397260274
2004,Plymouth Centre,52.2769774576497,,97.5409836065574
2005,Plymouth Centre,56.8598047914818,,88.2191780821918
2006,Plymouth Centre,46.1816666666667,,13.6986301369863
2007,Plymouth Centre,53.8855570530099,,87.1232876712329
2008,Plymouth Centre,54.780303030303,,81.1475409836066
2009,Plymouth Centre,56.6148629148629,,90.4109589041096
2010,Plymouth Centre,54.1028499278499,,90.4109589041096
2011,Plymouth Centre,58.9528231292517,,95.8904109589041
2012,Plymouth Centre,59.2398100514444,,98.6338797814208
2013,Plymouth Centre,62.8736936006944,,98.6301369863014
2014,Plymouth Centre,65.9635956899802,,98.6301369863014
2015,Plymouth Centre,64.6779258598439,,97.8082191780822
2016,Plymouth Centre,59.4144039584996,,97.8142076502732
2017,Plymouth Centre,64.3085474444444,,98.6301369863014
2018,Plymouth Centre,68.8185514815003,,96.4383561643836
2019,Plymouth Centre,67.5948178839869,,97.8082191780822
2003,Portsmouth,73.5106949283779,,67.3972602739726
2004,Portsmouth,63.3719087082347,,98.9071038251366
2005,Portsmouth,64.7362433862434,,98.6301369863014
2006,Portsmouth,72.4099350046425,,98.3561643835616
2007,Portsmouth,64.2606913288732,,99.4520547945205
2008,Portsmouth,68.8631279434851,,99.4535519125683
2009,Portsmouth,64.4570307347316,,98.9041095890411
2010,Portsmouth,58.9785714285714,,98.6301369863014
2011,Portsmouth,62.2635161799526,,99.1780821917808
2012,Portsmouth,60.0751197126895,,97.8142076502732
2013,Portsmouth,56.2356170329087,,86.027397260274
2014,Portsmouth,68.0486055603505,,98.6301369863014
2015,Portsmouth,62.248364507156,,98.9041095890411
2016,Portsmouth,58.8195542325506,,99.7267759562842
2017,Portsmouth,58.8405221737421,,87.1232876712329
2018,Portsmouth,58.7796270160167,,98.3561643835616
2019,Portsmouth,60.7092780704789,,96.1643835616438
2000,Preston,53.7159009332376,,54.3715846994536
2001,Preston,57.578995157385,,96.986301369863
2002,Preston,56.3533853069251,,92.8767123287671
2003,Preston,62.1386106271777,,89.8630136986301
2004,Preston,59.5834667200213,,97.5409836065574
2005,Preston,63.0560686918446,,95.3424657534246
2006,Preston,66.9752799136652,,96.7123287671233
2007,Preston,56.3780454042082,,94.2465753424658
2008,Preston,65.6041583764425,,98.0874316939891
2009,Preston,55.7333117537045,,90.6849315068493
2010,Preston,48.7596834652228,,93.972602739726
2011,Preston,58.0843253968254,,98.6301369863014
2012,Preston,56.1173704288345,,98.9071038251366
2013,Preston,61.984534967884,,96.986301369863
2014,Preston,60.9215338541667,,86.5753424657534
2015,Preston,66.1041979852448,,97.2602739726027
2016,Preston,57.0188319609971,,98.9071038251366
2017,Preston,57.4562277579365,,97.8082191780822
2018,Preston,63.5651845773644,,98.3561643835616
2019,Preston,57.7112724050257,,98.9041095890411
2003,Reading New Town,43.7022058823529,,18.6301369863014
2004,Reading New Town,64.3618894503139,,84.9726775956284
2005,Reading New Town,64.5191021967526,,95.6164383561644
2006,Reading New Town,68.21875,,94.2465753424658
2007,Reading New Town,59.7305818581035,,95.0684931506849
2008,Reading New Town,63.6970221136888,,95.9016393442623
2009,Reading New Town,60.1447426796806,,88.2191780821918
2010,Reading New Town,56.7039063536278,,98.3561643835616
2011,Reading New Town,59.423082010582,,98.6301369863014
2012,Reading New Town,54.953301762694,,98.9071038251366
2013,Reading New Town,56.6705144403108,,98.6301369863014
2014,Reading New Town,57.2516382535814,,98.3561643835616
2015,Reading New Town,56.884460253645,,97.5342465753425
2016,Reading New Town,52.9584771486928,,97.5409836065574
2017,Reading New Town,54.3353487938597,,98.9041095890411
2018,Reading New Town,65.5916066447368,,98.9041095890411
2019,Reading New Town,55.3175244133034,,61.0958904109589
1997,Reading,36.1726736566186,,29.8630136986301
1998,Reading,57.1982876245054,,95.6164383561644
1999,Reading,65.9703395562771,,96.4383561643836
2000,Reading,54.787863282849,,95.3551912568306
2001,Reading,50.6151466236212,,96.986301369863
2002,Reading,53.843662464986,,93.1506849315068
2003,Reading,50.296875,,8.76712328767123
1997,Rotherham Centre,41.2751322751323,,51.7808219178082
1998,Rotherham Centre,45.7544594384985,,84.1095890410959
1999,Rotherham Centre,55.1493316624896,,93.6986301369863
2000,Rotherham Centre,50.5649650441894,,98.6338797814208
2001,Rotherham Centre,46.5341425896201,,97.5342465753425
2002,Rotherham Centre,48.188784984746,,98.3561643835616
2003,Rotherham Centre,51.2090649108806,,98.0821917808219
2004,Rotherham Centre,48.7948633156967,,88.5245901639344
2005,Rotherham Centre,46.0242424242424,,90.4109589041096
2006,Rotherham Centre,44.3144536955887,,89.3150684931507
2007,Rotherham Centre,48.298093340922,,68.7671232876712
2000,Southend-on-Sea,52.0651214128035,,41.2568306010929
2001,Southend-on-Sea,61.7918387007982,,94.7945205479452
2002,Southend-on-Sea,61.0397275057332,,96.7123287671233
2003,Southend-on-Sea,66.9891670494564,,85.2054794520548
2004,Southend-on-Sea,62.1268379873196,,96.448087431694
2005,Southend-on-Sea,58.9060113841455,,93.972602739726
2006,Southend-on-Sea,74.1883714811892,,99.1780821917808
2007,Southend-on-Sea,61.0681638306292,,98.9041095890411
2008,Southend-on-Sea,69.6910321821036,,99.4535519125683
2009,Southend-on-Sea,63.0356434240363,,92.0547945205479
2010,Southend-on-Sea,55.4637410519763,,83.8356164383562
2011,Southend-on-Sea,52.7857142857143,,66.5753424657534
2012,Southend-on-Sea,54.6445364979848,,87.1584699453552
2013,Southend-on-Sea,60.6478848158263,,93.1506849315068
2014,Southend-on-Sea,62.6174543530246,,94.2465753424658
2015,Southend-on-Sea,63.7177548884554,,97.8082191780822
2016,Southend-on-Sea,60.1461225162017,,92.3497267759563
2017,Southend-on-Sea,59.7303468656942,,97.2602739726027
2018,Southend-on-Sea,65.0424148324639,,97.5342465753425
2019,Southend-on-Sea,63.1331964500066,,98.9041095890411
2013,Sheffield Devonshire Green,52.8622853703704,,14.7945205479452
2014,Sheffield Devonshire Green,59.3870518544342,,97.5342465753425
2015,Sheffield Devonshire Green,58.9600415266106,,74.5205479452055
2016,Sheffield Devonshire Green,55.4122266425933,,98.6338797814208
2017,Sheffield Devonshire Green,58.292499807501,,98.3561643835616
2018,Sheffield Devonshire Green,61.8437046117725,,98.6301369863014
2019,Sheffield Devonshire Green,57.8315224985682,,79.7260273972603
1995,Sheffield Centre,NA,,0
1996,Sheffield Centre,48.1298926098629,,92.0765027322404
1997,Sheffield Centre,44.4035512510089,,96.986301369863
1998,Sheffield Centre,49.9364299090423,,97.5342465753425
1999,Sheffield Centre,54.5713941646023,,94.7945205479452
2000,Sheffield Centre,50.2371144480519,,96.1748633879781
2001,Sheffield Centre,46.9867280245431,,97.8082191780822
2002,Sheffield Centre,49.6004256451184,,98.0821917808219
2003,Sheffield Centre,53.6686341203148,,97.8082191780822
2004,Sheffield Centre,55.3777086677368,,97.2677595628415
2005,Sheffield Centre,45.4286711891461,,98.0821917808219
2006,Sheffield Centre,47.3220373376623,,96.4383561643836
2007,Sheffield Centre,51.9078241123039,,94.7945205479452
2008,Sheffield Centre,59.2455896007428,,98.0874316939891
2009,Sheffield Centre,52.7218583708555,,95.6164383561644
2010,Sheffield Centre,52.3879429678848,,94.2465753424658
2011,Sheffield Centre,56.6074088853418,,98.0821917808219
2012,Sheffield Centre,51.8803504547887,,97.2677595628415
2013,Sheffield Centre,59.9399472059422,,64.1095890410959
1997,London Southwark,49.1342145399085,,76.986301369863
1998,London Southwark,42.099304029304,,89.041095890411
1999,London Southwark,48.3346005068694,,97.8082191780822
2000,London Southwark,46.4665370446173,,95.3551912568306
2001,London Southwark,43.9039773502524,,95.6164383561644
2002,London Southwark,49.8929267613478,,93.6986301369863
2003,London Southwark,56.6568452380952,,98.6301369863014
2004,London Southwark,44.6020996294772,,94.8087431693989
2005,London Southwark,47.9555442176871,,95.8904109589041
2006,London Southwark,40.6272577996716,,39.7260273972603
2007,London Southwark,51.6470899470899,,73.972602739726
1994,Southampton Centre,52.4376691017316,,96.4383561643836
1995,Southampton Centre,46.6559748427673,,72.6027397260274
1996,Southampton Centre,44.5231937602627,,95.0819672131148
1997,Southampton Centre,45.5382549361208,,89.8630136986301
1998,Southampton Centre,52.2754237288136,,96.986301369863
1999,Southampton Centre,54.041046277666,,97.2602739726027
2000,Southampton Centre,48.9995083579154,,92.6229508196721
2001,Southampton Centre,49.0949379751901,,97.8082191780822
2002,Southampton Centre,53.2311284642474,,85.2054794520548
2003,Southampton Centre,59.3640518707483,,92.0547945205479
2004,Southampton Centre,52.0563757417861,,89.8907103825137
2005,Southampton Centre,46.0474397590361,,90.958904109589
2006,Southampton Centre,50.3340643274854,,93.6986301369863
2007,Southampton Centre,44.2578008411342,,96.1643835616438
2008,Southampton Centre,45.4339577329491,,94.8087431693989
2009,Southampton Centre,47.6938582251082,,96.4383561643836
2010,Southampton Centre,48.5881892230576,,83.2876712328767
2011,Southampton Centre,51.895251396648,,98.0821917808219
2012,Southampton Centre,53.0407076719577,,98.3606557377049
2013,Southampton Centre,51.8698598368111,,97.5342465753425
2014,Southampton Centre,53.0439674619383,,97.2602739726027
2015,Southampton Centre,53.3866015579565,,97.8082191780822
2016,Southampton Centre,56.3862081496373,,41.2568306010929
2017,Southampton Centre,57.6436155454842,,90.1369863013699
2018,Southampton Centre,61.2773663036235,,93.972602739726
2019,Southampton Centre,57.8056748809524,,98.6301369863014
1997,Stoke-on-Trent Centre,55.2895126922364,,70.4109589041096
1998,Stoke-on-Trent Centre,49.2636311322112,,90.6849315068493
1999,Stoke-on-Trent Centre,57.2437449556094,,80.8219178082192
2000,Stoke-on-Trent Centre,55.1735136251032,,94.5355191256831
2001,Stoke-on-Trent Centre,52.9437420986094,,92.8767123287671
2002,Stoke-on-Trent Centre,48.934629473091,,92.6027397260274
2003,Stoke-on-Trent Centre,57.6827275288814,,92.6027397260274
2004,Stoke-on-Trent Centre,57.2059557534062,,96.448087431694
2005,Stoke-on-Trent Centre,55.2984104046243,,94.7945205479452
2006,Stoke-on-Trent Centre,67.53760120763,,95.0684931506849
2007,Stoke-on-Trent Centre,62.4572849025974,,96.4383561643836
2008,Stoke-on-Trent Centre,53.9635331143952,,95.0819672131148
2009,Stoke-on-Trent Centre,52.3700790785628,,75.8904109589041
2010,Stoke-on-Trent Centre,50.0198187229437,,96.4383561643836
2011,Stoke-on-Trent Centre,54.9847846441948,,97.5342465753425
2012,Stoke-on-Trent Centre,55.7362485160269,,98.6338797814208
2013,Stoke-on-Trent Centre,57.3516749961758,,98.0821917808219
2014,Stoke-on-Trent Centre,52.9926921836107,,96.4383561643836
2015,Stoke-on-Trent Centre,61.1548600602139,,94.5205479452055
2016,Stoke-on-Trent Centre,53.6471609395198,,98.6338797814208
2017,Stoke-on-Trent Centre,54.5910138659148,,98.9041095890411
2018,Stoke-on-Trent Centre,60.0575312488329,,97.8082191780822
2019,Stoke-on-Trent Centre,53.7874669304388,,97.8082191780822
2004,Sunderland Silksworth,54.1304347826087,,6.28415300546448
2005,Sunderland Silksworth,62.7903806584362,,88.7671232876712
2006,Sunderland Silksworth,69.8342164759079,,92.3287671232877
2007,Sunderland Silksworth,62.8160141607664,,93.972602739726
2008,Sunderland Silksworth,58.9945644924637,,97.5409836065574
2009,Sunderland Silksworth,63.606456043956,,71.2328767123288
2010,Sunderland Silksworth,58.8668645108473,,95.6164383561644
2011,Sunderland Silksworth,64.5118336886994,,91.7808219178082
2012,Sunderland Silksworth,58.2019047619048,,88.7978142076503
2013,Sunderland Silksworth,67.5077673593396,,92.0547945205479
2014,Sunderland Silksworth,64.0878651589938,,82.4657534246575
2015,Sunderland Silksworth,64.5116361567961,,97.8082191780822
2016,Sunderland Silksworth,62.9420844391609,,96.448087431694
2017,Sunderland Silksworth,63.0716623529314,,98.3561643835616
2018,Sunderland Silksworth,67.4900590560955,,86.5753424657534
2019,Sunderland Silksworth,65.1333463403756,,97.2602739726027
1994,Swansea,50.4435483870968,,8.49315068493151
1995,Swansea,60.2739463601533,,95.3424657534246
1996,Swansea,52.0008431134493,,96.448087431694
1997,Swansea,55.9906876790831,,95.6164383561644
1998,Swansea,57.7371742393232,,95.6164383561644
1999,Swansea,63.6182784911718,,97.5342465753425
2000,Swansea,63.510834670947,,97.2677595628415
2001,Swansea,55.834808259587,,92.8767123287671
2002,Swansea,59.1461732325242,,98.3561643835616
2003,Swansea,64.0078919208133,,97.5342465753425
2004,Swansea,59.1358761634966,,96.448087431694
2005,Swansea,60.5911016949153,,96.986301369863
2006,Swansea,70.6509900990099,,55.3424657534247
1996,London Teddington,49.3696428571429,,38.2513661202186
1997,London Teddington,61.4250465549348,,98.0821917808219
1998,London Teddington,61.9812773774198,,92.3287671232877
1999,London Teddington,65.9244444444444,,82.1917808219178
2000,London Teddington,62.5311964120828,,98.6338797814208
2001,London Teddington,64.1136788048553,,97.8082191780822
2002,London Teddington,65.9378896405359,,98.3561643835616
2003,London Teddington,72.8285846194433,,98.9041095890411
2004,London Teddington,69.5197278911565,,95.6284153005464
2005,London Teddington,68.4259002770083,,98.9041095890411
2006,London Teddington,71.4066468253968,,98.6301369863014
2007,London Teddington,60.3890257252326,,95.3424657534246
2008,London Teddington,65.8021541950113,,97.5409836065574
2009,London Teddington,63.2671665351223,,99.1780821917808
2010,London Teddington,62.2116358171175,,82.4657534246575
2011,London Teddington,67.593567251462,,93.6986301369863
2012,London Teddington,52.8474769012082,,91.5300546448087
2013,London Teddington,67.8158665979106,,67.1232876712329
2014,London Teddington,62.1085039579391,,82.7397260273973
2015,London Teddington,67.9244785544722,,92.3287671232877
2016,London Teddington,69.227209868647,,56.8306010928962
1996,Thurrock,32.5986607142857,,21.8579234972678
1997,Thurrock,52.8495572009292,,89.8630136986301
1998,Thurrock,51.6008843537415,,95.8904109589041
1999,Thurrock,60.8880008093889,,96.7123287671233
2000,Thurrock,57.2264278930946,,95.9016393442623
2001,Thurrock,57.2302721088435,,95.8904109589041
2002,Thurrock,58.0947322271685,,96.7123287671233
2003,Thurrock,65.118544600939,,97.2602739726027
2004,Thurrock,58.2648478835979,,98.3606557377049
2005,Thurrock,56.8320491461891,,93.972602739726
2006,Thurrock,60.6943099273608,,96.986301369863
2007,Thurrock,54.5437998898982,,94.7945205479452
2008,Thurrock,55.5515986394558,,95.6284153005464
2009,Thurrock,55.2826882149508,,98.0821917808219
2010,Thurrock,55.4179254783484,,90.6849315068493
2011,Thurrock,56.2098214285714,,96.4383561643836
2012,Thurrock,51.8190341292324,,96.448087431694
2013,Thurrock,55.1038976946228,,97.5342465753425
2014,Thurrock,60.2457896515031,,98.0821917808219
2015,Thurrock,58.9418501794028,,98.0821917808219
2016,Thurrock,52.4302955838294,,98.3606557377049
2017,Thurrock,53.0133686205222,,90.6849315068493
2018,Thurrock,60.8231912346446,,94.5205479452055
2019,Thurrock,66.0824388840246,,42.4657534246575
2000,Wirral Tranmere,59.4351911168055,,60.9289617486339
2001,Wirral Tranmere,61.4593341761483,,92.8767123287671
2002,Wirral Tranmere,63.3208430913349,,83.5616438356164
2003,Wirral Tranmere,64.9977373990532,,93.6986301369863
2004,Wirral Tranmere,63.2394662921348,,97.2677595628415
2005,Wirral Tranmere,63.1358514599255,,66.5753424657534
2006,Wirral Tranmere,64.1636993076162,,92.3287671232877
2007,Wirral Tranmere,59.6738230904898,,96.1643835616438
2008,Wirral Tranmere,61.9152407481098,,98.0874316939891
2009,Wirral Tranmere,56.7505585812037,,93.4246575342466
2010,Wirral Tranmere,58.3705357142857,,35.0684931506849
2011,Wirral Tranmere,NA,,0
2012,Wirral Tranmere,NA,,0
2013,Wirral Tranmere,60.1058629738313,,89.8630136986301
2014,Wirral Tranmere,56.1643190106446,,98.3561643835616
2015,Wirral Tranmere,61.5881860645161,,84.9315068493151
2016,Wirral Tranmere,56.2262540184473,,96.448087431694
2017,Wirral Tranmere,64.7167013124815,,88.2191780821918
2018,Wirral Tranmere,64.791416451962,,93.4246575342466
2019,Wirral Tranmere,65.0006029352988,,98.9041095890411
1996,London Wandsworth,37.3619311193112,,74.0437158469945
1997,London Wandsworth,34.9108956602031,,98.9041095890411
1998,London Wandsworth,38.6362064378824,,98.0821917808219
1999,London Wandsworth,43.6405222309918,,99.1780821917808
2000,London Wandsworth,39.7642789309456,,95.9016393442623
2001,London Wandsworth,43.1202610520792,,99.4520547945205
2002,London Wandsworth,41.2447382267824,,99.1780821917808
2003,London Wandsworth,46.5383070406077,,89.3150684931507
2004,London Wandsworth,40.6328545192182,,99.1803278688525
2005,London Wandsworth,41.8345706260032,,97.5342465753425
2006,London Wandsworth,51.4015479470025,,99.4520547945205
2007,London Wandsworth,50.9265946230891,,74.2465753424657
2012,Walsall Woodlands,60.9195601851852,,39.344262295082
2013,Walsall Woodlands,66.637664760101,,99.4520547945205
2014,Walsall Woodlands,67.2272910011416,,100
2015,Walsall Woodlands,63.1908348705621,,92.6027397260274
2016,Walsall Woodlands,59.897684359708,,98.9071038251366
2017,Walsall Woodlands,63.9437528333333,,98.6301369863014
2018,Walsall Woodlands,68.6554655398137,,99.4520547945205
2019,Walsall Woodlands,65.9048223910985,,96.4383561643836
1998,Sandwell West Bromwich,35.4137931034483,,15.8904109589041
1999,Sandwell West Bromwich,60.3615146623621,,96.986301369863
2000,Sandwell West Bromwich,58.1006617546732,,95.3551912568306
2001,Sandwell West Bromwich,54.5567739771965,,97.2602739726027
2002,Sandwell West Bromwich,58.6093287597525,,96.986301369863
2003,Sandwell West Bromwich,58.8518014243821,,93.4246575342466
2004,Sandwell West Bromwich,62.2662185660781,,97.2677595628415
2005,Sandwell West Bromwich,56.5649413388544,,94.5205479452055
2006,Sandwell West Bromwich,57.8206928838951,,97.5342465753425
2007,Sandwell West Bromwich,56.6019639494216,,96.986301369863
2008,Sandwell West Bromwich,63.7197406340058,,94.8087431693989
2009,Sandwell West Bromwich,60.654267247065,,98.9041095890411
2010,Sandwell West Bromwich,56.3355436637196,,84.1095890410959
2011,Sandwell West Bromwich,66.1084507042253,,97.2602739726027
2002,Wigan Leigh,55.9190790853786,,62.1917808219178
2003,Wigan Leigh,55.7519168684423,,96.986301369863
2004,Wigan Leigh,54.1819389110226,,68.5792349726776
2004,Wigan Centre,43.0340336134454,,23.224043715847
2005,Wigan Centre,62.1179894179894,,98.6301369863014
2006,Wigan Centre,67.9110842076944,,96.986301369863
2007,Wigan Centre,63.8512071495265,,97.8082191780822
2008,Wigan Centre,63.2481060606061,,96.1748633879781
2009,Wigan Centre,55.504472693032,,96.986301369863
2010,Wigan Centre,55.7834339369551,,97.2602739726027
2011,Wigan Centre,60.1183390022676,,92.0547945205479
2012,Wigan Centre,59.3787611198325,,99.4535519125683
2013,Wigan Centre,63.5888032891061,,98.0821917808219
2014,Wigan Centre,62.6296739597748,,96.1643835616438
2015,Wigan Centre,61.588501025,,95.8904109589041
2016,Wigan Centre,57.5720474883249,,84.9726775956284
2017,Wigan Centre,60.0933882549603,,98.6301369863014
2018,Wigan Centre,66.1164870981311,,98.0821917808219
2019,Wigan Centre,62.2703085115759,,99.1780821917808
1995,Wolverhampton Centre,19.1153846153846,,3.56164383561644
1996,Wolverhampton Centre,49.1335639668973,,95.9016393442623
1997,Wolverhampton Centre,46.3016666666667,,95.8904109589041
1998,Wolverhampton Centre,50.4986921529175,,97.2602739726027
1999,Wolverhampton Centre,55.3606579121899,,98.3561643835616
2000,Wolverhampton Centre,51.9169443287519,,93.7158469945355
2001,Wolverhampton Centre,50.1109443777511,,97.8082191780822
2002,Wolverhampton Centre,52.5590778097983,,95.0684931506849
2003,Wolverhampton Centre,58.8898975791434,,98.0821917808219
2004,Wolverhampton Centre,55.1548285981059,,97.5409836065574
2005,Wolverhampton Centre,57.4902380952381,,95.8904109589041
2006,Wolverhampton Centre,59.9532169609417,,97.5342465753425
2007,Wolverhampton Centre,59.9385069817401,,72.8767123287671
