Year,Site,Annual average maximum daily 8-hour mean O3 concentration (ug/m3),95% confidence interval for 'All sites' (+/-),Annual data capture (%)
2007,Belfast Centre,58.8313143971039,,93.6986301369863
2008,Belfast Centre,54.3986162646877,,84.1530054644809
2009,Belfast Centre,52.0776275007044,,92.6027397260274
2010,Belfast Centre,52.0953375779281,,98.3561643835616
2011,Belfast Centre,57.3089600742804,,98.3561643835616
2012,Belfast Centre,55.5486499068901,,97.8142076502732
2013,Belfast Centre,56.3421837256022,,94.2465753424658
2014,Belfast Centre,50.95376575,,95.8904109589041
2015,Belfast Centre,57.4548080426855,,91.2328767123288
2016,Belfast Centre,55.5931770515873,,98.3606557377049
2017,Belfast Centre,59.6942034320437,,98.6301369863014
2018,Belfast Centre,55.8195234078212,,98.0821917808219
2019,Belfast Centre,56.818138072667,,81.6438356164384
2004,Birmingham Tyburn,51.1327639751553,,37.7049180327869
2005,Birmingham Tyburn,57.5778261443081,,98.9041095890411
2006,Birmingham Tyburn,58.8983772279862,,98.0821917808219
2007,Birmingham Tyburn,50.7993434142459,,98.3561643835616
2008,Birmingham Tyburn,59.3631621187801,,97.2677595628415
2009,Birmingham Tyburn,54.7761835948252,,94.7945205479452
2010,Birmingham Tyburn,53.562758436708,,97.8082191780822
2011,Birmingham Tyburn,57.3829857011675,,99.4520547945205
2012,Birmingham Tyburn,53.5272530499803,,99.1803278688525
2013,Birmingham Tyburn,57.9439571736111,,98.6301369863014
2014,Birmingham Tyburn,56.3512088827061,,96.7123287671233
2015,Birmingham Tyburn,61.5388178109606,,95.3424657534246
2016,Birmingham Tyburn,56.5148485223214,,98.3606557377049
1993,Birmingham East,44.2177419354839,,8.49315068493151
1994,Birmingham East,53.1276624609958,,96.1643835616438
1995,Birmingham East,54.2209863945578,,95.8904109589041
1996,Birmingham East,52.3097612264279,,95.9016393442623
1997,Birmingham East,52.2421203438395,,95.6164383561644
1998,Birmingham East,48.3113011401744,,97.2602739726027
1999,Birmingham East,54.7686833940375,,96.7123287671233
2000,Birmingham East,51.2562709590879,,96.9945355191257
2001,Birmingham East,53.0431924882629,,97.2602739726027
2002,Birmingham East,56.029727695676,,95.3424657534246
2003,Birmingham East,62.7947796934866,,95.3424657534246
2004,Birmingham East,57.7304940755645,,58.1967213114754
1992,Birmingham Centre,44.4080038265306,,61.2021857923497
1993,Birmingham Centre,42.5935855928774,,96.7123287671233
1994,Birmingham Centre,48.6876811594203,,94.5205479452055
1995,Birmingham Centre,49.0776676109537,,96.7123287671233
1996,Birmingham Centre,46.8431914313003,,95.3551912568306
1997,Birmingham Centre,46.1740900383142,,95.3424657534246
1998,Birmingham Centre,48.8850006861534,,95.0684931506849
1999,Birmingham Centre,57.1544792991381,,92.3287671232877
2000,Birmingham Centre,52.2432306255836,,97.5409836065574
2001,Birmingham Centre,51.3567093504068,,97.8082191780822
2002,Birmingham Centre,52.2215886354542,,97.8082191780822
2003,Birmingham Centre,57.1661189015484,,89.3150684931507
2004,Birmingham Centre,56.0642181162686,,86.6120218579235
2005,Birmingham Centre,54.7906457081214,,84.6575342465753
2006,Birmingham Centre,58.7788819875776,,94.5205479452055
2007,Birmingham Centre,52.125460499386,,95.6164383561644
2008,Birmingham Centre,57.0819661197812,,97.5409836065574
2009,Birmingham Centre,24.9642857142857,,2.73972602739726
2000,Blackpool,56.7531918564527,,37.7049180327869
2001,Blackpool,62.3538340837768,,95.6164383561644
2002,Blackpool,67.5588587390263,,98.0821917808219
2003,Blackpool,72.5663812308549,,93.6986301369863
2004,Blackpool,71.9522206188873,,81.1475409836066
2005,Blackpool Marton,59.8922991071429,,52.6027397260274
2006,Blackpool Marton,73.3436147186147,,96.4383561643836
2007,Blackpool Marton,68.5985486891386,,97.5342465753425
2008,Blackpool Marton,70.376828943868,,97.8142076502732
2009,Blackpool Marton,63.9773002421308,,96.986301369863
2010,Blackpool Marton,45.8962873284907,,16.1643835616438
2011,Blackpool Marton,72.4640522875817,,83.8356164383562
2012,Blackpool Marton,66.3614628676956,,98.6338797814208
2013,Blackpool Marton,72.0609641607308,,98.9041095890411
2014,Blackpool Marton,67.6621831227491,,97.8082191780822
2015,Blackpool Marton,68.2017653230115,,98.9041095890411
2016,Blackpool Marton,64.4136103086664,,98.6338797814208
2017,Blackpool Marton,68.2859673039216,,97.8082191780822
2018,Blackpool Marton,72.5969836656315,,94.5205479452055
2019,Blackpool Marton,69.4581822836439,,94.5205479452055
1997,Bolton,49.1923349265357,,73.6986301369863
1998,Bolton,54.2313619325281,,93.972602739726
1999,Bolton,58.3891257995736,,91.7808219178082
2000,Bolton,57.2839655636266,,96.7213114754098
2001,Bolton,55.2326217843459,,95.3424657534246
2002,Bolton,58.1116700201207,,97.2602739726027
2003,Bolton,64.0676957223567,,96.986301369863
2004,Bolton,61.613805465368,,96.1748633879781
2005,Bolton,57.0130208333333,,96.4383561643836
2006,Bolton,63.4598802797955,,96.986301369863
2007,Bolton,56.7329812206573,,77.8082191780822
2008,Bolton,74.396164021164,,34.4262295081967
2003,Bournemouth,80.3411384421318,,82.7397260273973
2004,Bournemouth,71.0934854497355,,98.3606557377049
2005,Bournemouth,68.7317283459345,,98.3561643835616
2006,Bournemouth,68.5484480700358,,98.3561643835616
2007,Bournemouth,67.6382681564246,,98.0821917808219
2008,Bournemouth,71.3627976190476,,98.3606557377049
2009,Bournemouth,66.2439984258166,,99.4520547945205
2010,Bournemouth,66.5272772772773,,91.2328767123288
2011,Bournemouth,69.790877400684,,99.1780821917808
2012,Bournemouth,68.0169925512104,,97.8142076502732
2013,Bournemouth,67.9160483847171,,96.1643835616438
2014,Bournemouth,72.6888269579288,,84.6575342465753
2015,Bournemouth,71.1909469823584,,98.3561643835616
2016,Bournemouth,63.5521618519984,,98.6338797814208
2017,Bournemouth,67.6193849771442,,99.1780821917808
2018,Bournemouth,72.9692723553941,,96.986301369863
2019,Bournemouth,74.1842269459834,,98.9041095890411
1997,Bradford Centre,27.1248196248196,,9.04109589041096
1998,Bradford Centre,38.4806009753299,,90.958904109589
1999,Bradford Centre,47.5833333333333,,96.986301369863
2000,Bradford Centre,45.7432696482848,,89.8907103825137
2001,Bradford Centre,44.9684233449477,,89.8630136986301
2002,Bradford Centre,44.1314791403287,,92.8767123287671
2003,Bradford Centre,46.9344023323615,,93.972602739726
2004,Bradford Centre,49.5719743484786,,95.3551912568306
2005,Bradford Centre,49.0838952100014,,92.8767123287671
2006,Bradford Centre,52.0223964956903,,92.3287671232877
2007,Bradford Centre,56.8144919385077,,69.5890410958904
1996,London Brent,57.6816770186335,,69.1256830601093
1997,London Brent,49.8850467932838,,94.7945205479452
1998,London Brent,53.6343586567575,,94.7945205479452
1999,London Brent,61.5708648361852,,98.3561643835616
2000,London Brent,57.7484745987531,,98.0874316939891
2001,London Brent,55.9729407083168,,98.3561643835616
2002,London Brent,54.1874669312169,,98.6301369863014
2003,London Brent,66.354776693286,,88.2191780821918
2004,London Brent,53.617538081515,,94.8087431693989
2005,London Brent,61.3015873015873,,96.1643835616438
