Year,Site,Annual Mean PM10 concentration (ug/m3),95% confidence interval for 'All sites' (+/-),Annual data capture (%)
2008,Leeds Centre,20.320977736975,,99.2030965391621
2009,Leeds Centre,21.1321982974462,,91.1872146118722
2010,Leeds Centre,20.9686338289963,,98.2648401826484
2011,Leeds Centre,20.767715589719,,95.0456621004566
2012,Leeds Centre,16.7513819095477,,90.6193078324226
2013,Leeds Centre,16.7558630854897,,69.703196347032
2014,Leeds Centre,17.7151601423488,,96.2328767123288
2015,Leeds Centre,16.2241153659719,,94.2009132420091
2016,Leeds Centre,16.9010818438382,,96.8123861566485
2017,Leeds Centre,14.417613836922,,97.0205479452055
2018,Leeds Centre,17.2437794533459,,96.8949771689498
2019,Leeds Centre,16.3701749904202,,89.3721461187215
1994,Leicester Centre,27.8809669898147,,93.0251141552511
1995,Leicester Centre,26.1604442344045,,96.62100456621
1996,Leicester Centre,28.2364175563464,,95.9699453551913
1997,Leicester Centre,26.3969230769231,,96.4611872146119
1998,Leicester Centre,23.6858140655106,,94.7945205479452
1999,Leicester Centre,20.7913993822761,,96.0958904109589
2000,Leicester Centre,16.7111866791745,,97.0856102003643
2001,Leicester Centre,21.834988179669,,96.5753424657534
2002,Leicester Centre,19.7802419354839,,79.2694063926941
2003,Leicester Centre,25.250128600823,,88.7671232876712
2004,Leicester Centre,21.4613644481486,,95.6170309653916
2005,Leicester Centre,21.769511048425,,97.1232876712329
2006,Leicester Centre,22.7560125479261,,98.2534246575343
2007,Leicester Centre,20.8045147420147,,74.337899543379
2008,Leicester Centre,16.9963348309293,,96.2887067395264
2009,Leicester Centre,15.5585019479703,,90.8333333333333
2010,Leicester Centre,18.7326409495549,,76.9406392694064
2011,Leicester Centre,17.4470210488762,,95.9931506849315
2012,Leicester Centre,16.7413173652695,,95.0591985428051
2013,Leicester Centre,17.3467241986615,,64.8173515981735
1993,Liverpool Centre,38.0401682439537,,54.2808219178082
1994,Liverpool Centre,32.9972822394347,,84.0068493150685
1995,Liverpool Centre,34.9224881545377,,93.9611872146119
1996,Liverpool Centre,32.6383478056794,,97.0173041894353
1997,Liverpool Centre,32.045784278749,,95.9931506849315
1998,Liverpool Centre,28.8644107351225,,97.8310502283105
1999,Liverpool Centre,25.720990261645,,97.2945205479452
2000,Liverpool Centre,23.5544443055382,,91.0632969034608
2001,Liverpool Centre,25.9385924027033,,97.9680365296804
2002,Liverpool Centre,23.6331575477917,,69.2694063926941
1995,Manchester Piccadilly,35.5113268608414,,3.52739726027397
1996,Manchester Piccadilly,34.0809871393813,,98.2581967213115
1997,Manchester Piccadilly,31.2689838924549,,94.2579908675799
1998,Manchester Piccadilly,27.761542067026,,97.4200913242009
1999,Manchester Piccadilly,26.1726660473758,,98.310502283105
2000,Manchester Piccadilly,27.4746613731901,,97.4954462659381
2001,Manchester Piccadilly,38.9384778261381,,97.0433789954338
2002,Manchester Piccadilly,27.6975709475709,,94.9315068493151
2003,Manchester Piccadilly,29.0889070146819,,97.9680365296804
2004,Manchester Piccadilly,24.6796966161027,,97.563752276867
2005,Manchester Piccadilly,25.1807566557683,,97.7625570776256
2006,Manchester Piccadilly,26.2814797249229,,96.2785388127854
2007,Manchester Piccadilly,24.3849743350443,,97.8538812785388
2008,Manchester Piccadilly,19.8512861736334,,99.1347905282332
2009,Manchester Piccadilly,23.6168224299065,,3.66438356164384
2019,Manchester Piccadilly,14.4242477876106,,6.44977168949772
1992,Newcastle Centre,36.7956933677864,,66.0860655737705
1993,Newcastle Centre,38.2452932657495,,63.0593607305936
1994,Newcastle Centre,34.3459368623215,,95.1027397260274
1995,Newcastle Centre,28.7556960515329,,95.6963470319635
1996,Newcastle Centre,30.6715311558953,,98.292349726776
1997,Newcastle Centre,27.0514818750738,,96.6780821917808
1998,Newcastle Centre,23.7824632660375,,95.5593607305936
1999,Newcastle Centre,21.0791283067242,,97.9566210045662
2000,Newcastle Centre,17.1122389452806,,97.5751366120219
2001,Newcastle Centre,17.0488599348534,,98.1278538812785
2002,Newcastle Centre,18.0725750174459,,98.1506849315068
2003,Newcastle Centre,21.060178041543,,96.175799086758
2004,Newcastle Centre,17.4883206294566,,92.6001821493625
2005,Newcastle Centre,16.9697573555269,,97.3858447488584
2006,Newcastle Centre,19.6941917424773,,97.8767123287671
2007,Newcastle Centre,14.8552751993725,,87.3173515981735
2008,Newcastle Centre,17.2541694462975,,85.325591985428
2009,Newcastle Centre,15.1822347550229,,97.1575342465753
2010,Newcastle Centre,14.8526069127124,,97.4315068493151
2011,Newcastle Centre,19.5958014381814,,98.4246575342466
2012,Newcastle Centre,15.6297235023041,,98.816029143898
2013,Newcastle Centre,12.6437074220151,,95.513698630137
2014,Newcastle Centre,12.3443773170397,,83.1392694063927
2015,Newcastle Centre,15.7129763896635,,61.4041095890411
2016,Newcastle Centre,11.3582489146165,,94.3989071038251
2017,Newcastle Centre,10.6994248151191,,97.2488584474886
2018,Newcastle Centre,12.3090175953079,,93.4246575342466
2019,Newcastle Centre,15.160234618147,,95.365296803653
2009,Norwich Lakenfields,16.2667327714427,,23.0251141552511
2010,Norwich Lakenfields,17.7955882352941,,77.6255707762557
2011,Norwich Lakenfields,19.7776107162384,,83.5159817351598
2012,Norwich Lakenfields,14.0229555236729,,87.2836976320583
2013,Norwich Lakenfields,14.62555523918,,80.1826484018265
2014,Norwich Lakenfields,15.5719045251119,,91.8264840182648
2015,Norwich Lakenfields,15.4692337662338,,87.8995433789954
2016,Norwich Lakenfields,15.6742118631406,,76.1953551912568
2017,Norwich Lakenfields,15.8159667105736,,95.3310502283105
2018,Norwich Lakenfields,15.7454893673227,,86.4269406392694
2019,Norwich Lakenfields,14.0173715445093,,90.0228310502283
1997,Norwich Centre,28.7714817770684,,42.9109589041096
1998,Norwich Centre,25.5517448856799,,94.8630136986301
1999,Norwich Centre,22.8662054562068,,87.4543378995434
2000,Norwich Centre,21.5141388174807,,97.4271402550091
2001,Norwich Centre,19.6205250596659,,95.662100456621
2002,Norwich Centre,20.9429653295468,,96.472602739726
2003,Norwich Centre,23.3279538225939,,96.9063926940639
2004,Norwich Centre,21.6102131646756,,97.1994535519126
2005,Norwich Centre,17.1253547776727,,96.5296803652968
2006,Norwich Centre,23.5193514644351,,65.4794520547945
2007,Norwich Centre,21.5218757272516,,98.1050228310502
2008,Norwich Centre,22.420253164557,,35.9744990892532
1996,Nottingham Centre,30.6405082212257,,30.4644808743169
1997,Nottingham Centre,30.2541012628349,,96.7237442922374
1998,Nottingham Centre,27.5490765477988,,98.2762557077626
1999,Nottingham Centre,24.8102069614299,,97.0776255707762
2000,Nottingham Centre,23.9330481036078,,98.4517304189435
2001,Nottingham Centre,25.7780507780508,,97.5684931506849
2002,Nottingham Centre,24.4102169169555,,88.9383561643836
2003,Nottingham Centre,25.7438534872052,,91.0045662100457
2004,Nottingham Centre,22.5145972564193,,97.0969945355191
2005,Nottingham Centre,23.1470969261571,,96.9292237442922
2006,Nottingham Centre,23.8615277293338,,98.1849315068493
2007,Nottingham Centre,22.4043217286915,,95.0913242009132
2008,Nottingham Centre,17.8342813803565,,90.0614754098361
2009,Nottingham Centre,18.7692307692308,,16.472602739726
2010,Nottingham Centre,23.0020541789703,,88.9155251141552
2011,Nottingham Centre,24.7302808302808,,93.4931506849315
2012,Nottingham Centre,22.3269387755102,,55.7832422586521
2013,Nottingham Centre,21.2688407550823,,94.337899543379
2014,Nottingham Centre,20.8475238701464,,89.6689497716895
2015,Nottingham Centre,17.2658184787046,,83.8926940639269
2016,Nottingham Centre,17.4205659483779,,96.1520947176685
2017,Nottingham Centre,17.8792724609375,,93.5159817351598
2018,Nottingham Centre,16.3495088771593,,95.1598173515982
2019,Nottingham Centre,18.1336129753915,,96.9520547945205
2008,Newport,18.0381783941106,,66.4959016393443
2009,Newport,21.4473130349376,,81.3584474885845
2010,Newport,19.4774535809019,,17.2146118721461
2011,Newport,17.6878989927649,,80.4680365296804
2012,Newport,12.9172151898734,,89.936247723133
2013,Newport,17.6933109243697,,67.9223744292238
2014,Newport,16.0894204851752,,84.703196347032
2015,Newport,15.5351599727706,,67.0776255707762
2016,Newport,15.6415449117012,,89.606102003643
2017,Newport,14.9124943719045,,50.7077625570776
2018,Newport,13.987679983939,,56.8607305936073
2019,Newport,15.2445567505721,,99.7716894977169
2001,Northampton,20.7139925147893,,94.5547945205479
2002,Northampton,20.0548780487805,,99.2237442922374
2003,Northampton,22.3774971297359,,99.4292237442922
2004,Northampton,19.3389959432049,,89.7996357012751
2005,Northampton,19.0023228803717,,98.2876712328767
2006,Northampton,20.3109734302395,,95.810502283105
2007,Northampton,20.6745103770827,,78.1050228310502
2008,Northampton,18.4134078212291,,26.4913479052823
2008,Oxford St Ebbes,14.2350607190093,,94.6835154826958
2009,Oxford St Ebbes,17.3110397946085,,88.9269406392694
2010,Oxford St Ebbes,16.672281397077,,92.1689497716895
2011,Oxford St Ebbes,17.2216538789429,,93.7328767123288
2012,Oxford St Ebbes,17.2373983739837,,84.016393442623
2013,Oxford St Ebbes,20.7274063307494,,70.6849315068493
2014,Oxford St Ebbes,15.3423518164436,,35.8219178082192
2015,Oxford St Ebbes,13.1159902074475,,88.5958904109589
2016,Oxford St Ebbes,15.0663702056698,,20.4804189435337
2017,Oxford St Ebbes,12.5356790123457,,92.4657534246575
2018,Oxford St Ebbes,12.2352130915941,,96.9634703196347
2019,Oxford St Ebbes,14.24845415154,,97.4771689497717
1997,Plymouth Centre,27.2092544987147,,22.203196347032
1998,Plymouth Centre,22.2936026149895,,97.7853881278539
1999,Plymouth Centre,20.5971698113208,,96.8036529680365
2000,Plymouth Centre,20.1889406425415,,95.3210382513661
2001,Plymouth Centre,19.7259145982826,,97.0433789954338
2002,Plymouth Centre,19.4678301337987,,98.1164383561644
2003,Plymouth Centre,22.2558438522674,,97.6712328767123
2004,Plymouth Centre,21.7524578651685,,97.2677595628415
2005,Plymouth Centre,16.5988276670574,,97.3744292237443
2006,Plymouth Centre,15.3224002034071,,44.8972602739726
2007,Plymouth Centre,20.9955327815005,,86.8835616438356
2008,Plymouth Centre,14.3267857142857,,70.1275045537341
2009,Plymouth Centre,18.4096638655462,,21.7351598173516
2010,Plymouth Centre,15.6762102090789,,60.6050228310502
2011,Plymouth Centre,20.3438079777365,,98.4474885844749
2012,Plymouth Centre,19.8125610948192,,93.1693989071038
2013,Plymouth Centre,18.3308376963351,,87.2146118721461
2014,Plymouth Centre,17.4346749619096,,89.9086757990868
2015,Plymouth Centre,18.2066094197242,,87.7397260273973
2016,Plymouth Centre,15.374523780263,,92.634335154827
2017,Plymouth Centre,14.2046455359303,,94.3607305936073
2018,Plymouth Centre,16.2803907553014,,95.8219178082192
2019,Plymouth Centre,16.9335030791094,,96.3926940639269
2001,Portsmouth,22.7422656158099,,97.0433789954338
2002,Portsmouth,23.056592696959,,97.2260273972603
2003,Portsmouth,23.8634278320198,,97.0433789954338
2004,Portsmouth,19.4314180929095,,93.1238615664845
2005,Portsmouth,21.6306108283202,,98.675799086758
2006,Portsmouth,24.2505792400371,,98.5388127853881
2007,Portsmouth,23.2554335125029,,97.6940639269406
2008,Portsmouth,23.5337433510638,,68.488160291439
2009,Portsmouth,32.0728500355366,,32.1232876712329
2010,Portsmouth,28.6949891067538,,41.9178082191781
2011,Portsmouth,18.04451561249,,71.2899543378995
2012,Portsmouth,17.9218089602705,,80.8060109289618
2013,Portsmouth,18.1362127791563,,73.6073059360731
2014,Portsmouth,18.4740139211137,,59.041095890411
2015,Portsmouth,16.145605920444,,74.041095890411
2016,Portsmouth,18.1505800068236,,66.7349726775956
2017,Portsmouth,14.6154723806874,,82.0433789954338
2018,Portsmouth,15.996948608137,,63.972602739726
2019,Portsmouth,15.0766720572947,,98.824200913242
2000,Preston,19.0932066316215,,56.3069216757741
2001,Preston,19.5523207254504,,95.6735159817352
2002,Preston,19.5172373495384,,97.6826484018265
2003,Preston,21.4287232786111,,96.6552511415525
2004,Preston,18.079953515398,,97.962204007286
2005,Preston,17.3893230732235,,94.9429223744292
2006,Preston,22.1722008621694,,97.9794520547945
2007,Preston,19.9134159046186,,98.6187214611872
2008,Preston,18.8311619949993,,86.5095628415301
2009,Preston,23.2832278481013,,7.21461187214612
2019,Preston,11.9105960148894,,52.134703196347
2003,Reading New Town,18.194522079374,,20.4223744292237
2004,Reading New Town,18.6504613200852,,96.2431693989071
2005,Reading New Town,21.2547658272535,,97.0091324200913
2006,Reading New Town,22.947246870062,,93.9155251141552
2007,Reading New Town,23.6224972697488,,94.0753424657534
2008,Reading New Town,17.9584816132859,,9.59699453551913
2009,Reading New Town,16.4610660486674,,98.5159817351598
2010,Reading New Town,15.9331686988733,,73.9611872146119
2011,Reading New Town,19.1825690335306,,92.6027397260274
2012,Reading New Town,17.9409695074277,,87.3633879781421
2013,Reading New Town,15.5186856788593,,92.0662100456621
2014,Reading New Town,14.029558310266,,94.851598173516
2015,Reading New Town,12.466806621881,,95.1598173515982
2016,Reading New Town,13.1730132450331,,96.2659380692168
2017,Reading New Town,11.9724794667302,,95.9018264840183
2018,Reading New Town,13.3539917816261,,77.7853881278539
2019,Reading New Town,11.4908990051903,,52.7853881278539
1997,Reading,27.8410470409712,,30.0913242009132
1998,Reading,23.3443274853801,,97.6027397260274
1999,Reading,21.2689698492462,,90.8675799086758
2000,Reading,21.8546854324552,,94.6379781420765
2001,Reading,21.4494341870161,,95.8333333333333
2002,Reading,17.8375522526707,,98.310502283105
2003,Reading,15.2851851851852,,9.24657534246575
2000,Southend-on-Sea,17.4201370585134,,43.1921675774135
2001,Southend-on-Sea,19.1955300725486,,97.5570776255708
2002,Southend-on-Sea,19.7223919172932,,97.1689497716895
2003,Southend-on-Sea,21.2985237834882,,83.5159817351598
2004,Southend-on-Sea,17.9303127601379,,95.7308743169399
2005,Southend-on-Sea,21.7328374588465,,93.6187214611872
2006,Southend-on-Sea,24.3288836385115,,96.6324200913242
2007,Southend-on-Sea,20.8409910993505,,94.9086757990868
2008,Southend-on-Sea,19.9299971886421,,80.988160291439
2009,Southend-on-Sea,23.9869375907112,,7.86529680365297
2019,Southend-on-Sea,11.4686655462185,,27.1689497716895
2013,Sheffield Devonshire Green,16.8494076655052,,16.3812785388128
2014,Sheffield Devonshire Green,21.3825195163019,,74.5776255707762
2015,Sheffield Devonshire Green,18.1638586298717,,47.1575342465753
2016,Sheffield Devonshire Green,17.620320789636,,92.2700364298725
2017,Sheffield Devonshire Green,16.0949571836346,,95.9817351598173
2018,Sheffield Devonshire Green,15.9929321533923,,96.7465753424657
2019,Sheffield Devonshire Green,14.9368980169972,,96.7123287671233
1995,Sheffield Centre,35.5916666666667,,2.73972602739726
1996,Sheffield Centre,36.048417132216,,97.8142076502732
1997,Sheffield Centre,33.0517728674203,,88.8584474885845
1998,Sheffield Centre,30.1742179072276,,84.6575342465753
1999,Sheffield Centre,25.6553889082665,,98.1849315068493
2000,Sheffield Centre,24.5372608848727,,97.0059198542805
2001,Sheffield Centre,23.5854007633588,,95.7077625570776
2002,Sheffield Centre,24.7872056324351,,94.041095890411
2003,Sheffield Centre,27.4903497485086,,97.5913242009132
2004,Sheffield Centre,21.7394840808738,,97.9735883424408
2005,Sheffield Centre,22.4663830792863,,96.6095890410959
2006,Sheffield Centre,25.2388445279474,,97.2146118721461
2007,Sheffield Centre,23.4878952855323,,98.5502283105023
2008,Sheffield Centre,22.3012915761801,,99.6015482695811
2009,Sheffield Centre,20.2299406806119,,73.1278538812785
2010,Sheffield Centre,21.7024372499091,,94.1438356164384
2011,Sheffield Centre,22.5443899782135,,83.8356164383562
2012,Sheffield Centre,20.7844726333098,,96.9262295081967
2013,Sheffield Centre,24.3175782798256,,57.6027397260274
1994,Southampton Centre,29.8495044340115,,87.5342465753425
1995,Southampton Centre,28.9375681145882,,73.3219178082192
1996,Southampton Centre,30.3197572645583,,97.5523679417122
1997,Southampton Centre,31.1593440215396,,93.2762557077626
1998,Southampton Centre,27.3080607476635,,97.7168949771689
1999,Southampton Centre,25.6345456817898,,91.3356164383562
2000,Southampton Centre,23.4654948684676,,96.5050091074681
2001,Southampton Centre,26.2279907084785,,98.2876712328767
2002,Southampton Centre,25.7157989923782,,88.3675799086758
2003,Southampton Centre,27.7424393901525,,91.3470319634703
2004,Southampton Centre,25.3154859967051,,96.7440801457195
2005,Southampton Centre,25.3964133433659,,91.027397260274
2006,Southampton Centre,26.1322493918832,,89.1666666666667
2007,Southampton Centre,23.0146375464684,,98.2648401826484
2008,Southampton Centre,20.4194477791116,,94.8315118397086
2009,Southampton Centre,18.487911310296,,96.7922374429224
2010,Southampton Centre,17.7539570378745,,80.7762557077626
2011,Southampton Centre,20.9389481000927,,98.5388127853881
2012,Southampton Centre,19.7128440366972,,99.2714025500911
2013,Southampton Centre,21.0164564493099,,95.9360730593607
2014,Southampton Centre,20.9314285714286,,97.4885844748858
2015,Southampton Centre,16.450917837701,,90.1712328767123
2016,Southampton Centre,16.8609594095941,,30.8515482695811
2017,Southampton Centre,16.8497016310834,,86.0844748858448
2018,Southampton Centre,17.7313493937963,,72.5
2019,Southampton Centre,17.0995577783008,,97.0091324200913
2002,Stockport Shaw Heath,18.1436721991701,,22.0091324200913
2003,Stockport Shaw Heath,19.5531423290203,,98.8127853881278
2004,Stockport Shaw Heath,22.5218954668036,,88.6498178506375
2005,Stockport Shaw Heath,22.7357444561774,,43.2420091324201
2006,Stockport Shaw Heath,18.6869013271783,,98.9155251141552
2007,Stockport Shaw Heath,20.0596922120317,,73.4360730593607
1996,Stockport,30.9868766404199,,8.67486338797814
1997,Stockport,27.8367181153534,,84.3150684931507
1998,Stockport,25.8085426553999,,98.6187214611872
1999,Stockport,25.0434528676556,,97.7283105022831
2000,Stockport,21.5196665492544,,96.9603825136612
2001,Stockport,22.8080202811708,,99.0639269406393
2002,Stockport,19.2933743722663,,70.4680365296804
1997,Stoke-on-Trent Centre,28.4208905731881,,48.1963470319635
1998,Stoke-on-Trent Centre,26.3179960294289,,97.7511415525114
1999,Stoke-on-Trent Centre,22.1223751749883,,97.8538812785388
2000,Stoke-on-Trent Centre,21.0143574179993,,97.5295992714025
2001,Stoke-on-Trent Centre,21.6578670716038,,97.7283105022831
2002,Stoke-on-Trent Centre,19.6602389684136,,96.4954337899543
2003,Stoke-on-Trent Centre,17.0545638945233,,56.2785388127854
2004,Stoke-on-Trent Centre,23.3654881420049,,78.2445355191257
2005,Stoke-on-Trent Centre,25.0145857642941,,97.8310502283105
2006,Stoke-on-Trent Centre,27.0280705910221,,96.3812785388128
2007,Stoke-on-Trent Centre,23.1365922114373,,97.6141552511416
2008,Stoke-on-Trent Centre,18.8099952290076,,95.4462659380692
2009,Stoke-on-Trent Centre,19.3053999284778,,95.7648401826484
2010,Stoke-on-Trent Centre,22.114875531269,,94.0068493150685
2011,Stoke-on-Trent Centre,22.3070440251572,,90.7534246575343
2012,Stoke-on-Trent Centre,19.3245195107746,,97.7345173041894
2013,Stoke-on-Trent Centre,20.2931146359048,,95
2014,Stoke-on-Trent Centre,18.2560224455174,,87.4771689497717
2015,Stoke-on-Trent Centre,16.7758158995816,,13.6415525114155
2019,Stoke-on-Trent Centre,11.8114394882434,,66.027397260274
2019,Sunderland Silksworth,10.732057826087,,26.2557077625571
1994,Swansea,28.8635477582846,,5.85616438356164
1995,Swansea,34.4658548233047,,95.6164383561644
1996,Swansea,30.4766366085022,,97.2108378870674
1997,Swansea,30.9704814337589,,97.4543378995434
1998,Swansea,27.1173830892773,,96.6666666666667
1999,Swansea,21.8263394973921,,96.3013698630137
2000,Swansea,25.4905394288401,,96.8693078324226
2001,Swansea,25.5161017971294,,94.6461187214612
2002,Swansea,25.0025563560307,,98.2420091324201
2003,Swansea,24.8753064798599,,97.7739726027397
2004,Swansea,25.7428571428571,,23.5086520947177
2005,Swansea,24.7618434904667,,97.5913242009132
2006,Swansea,27.5365953109072,,55.9931506849315
1996,Thurrock,29.6281385281385,,26.2978142076503
1997,Thurrock,29.1649586368688,,92.4543378995434
1998,Thurrock,25.2178597968789,,92.1689497716895
1999,Thurrock,24.5790736741061,,95.1369863013699
2000,Thurrock,23.2143465045593,,93.6361566484517
2001,Thurrock,24.9947352587244,,75.8904109589041
2002,Thurrock,27.230961993596,,81.9977168949772
2003,Thurrock,29.8839483180072,,98.0707762557078
2004,Thurrock,25.0286841161707,,95.2527322404372
2005,Thurrock,23.7126991791405,,94.5662100456621
2006,Thurrock,23.1900720762613,,98.1963470319635
2007,Thurrock,22.5946381314003,,99.2123287671233
2008,Thurrock,18.8802095459837,,97.7914389799636
2009,Thurrock,21.2589486119315,,96.6324200913242
2010,Thurrock,24.2013558344151,,79.1438356164384
2011,Thurrock,24.7232507487068,,83.8584474885845
2012,Thurrock,17.6527874161462,,98.4289617486339
2013,Thurrock,19.1567953020134,,95.2511415525114
2014,Thurrock,19.3193802145411,,95.7762557077626
2015,Thurrock,17.0848083623693,,98.2876712328767
2016,Thurrock,17.2713846880907,,96.3570127504554
2017,Thurrock,18.1289132002885,,94.9543378995434
2018,Thurrock,18.8943328461819,,93.7328767123288
2019,Thurrock,20.4526385669125,,97.5
2000,Wirral Tranmere,21.5852842809365,,61.2704918032787
2001,Wirral Tranmere,20.2175385333956,,97.7625570776256
2002,Wirral Tranmere,21.2893902009165,,97.1575342465753
2003,Wirral Tranmere,20.3129267718389,,96.9634703196347
2004,Wirral Tranmere,18.5878724394786,,97.8142076502732
2005,Wirral Tranmere,19.2643656362602,,60.1940639269406
2006,Wirral Tranmere,20.8260079912822,,94.2808219178082
2007,Wirral Tranmere,16.9474733262985,,97.3630136986301
2008,Wirral Tranmere,14.0961352657005,,94.2622950819672
2009,Wirral Tranmere,16.8161094224924,,7.51141552511416
2019,Wirral Tranmere,10.8328837209302,,36.8150684931507
2001,Wigan Leigh,24.2418653823564,,97.1803652968037
2002,Wigan Leigh,22.7783445397635,,98.4703196347032
2003,Wigan Leigh,26.3665928429887,,97.9337899543379
2004,Wigan Leigh,22.5254797106008,,72.3816029143898
2004,Wigan Centre,23.4206896551724,,23.1102003642987
2005,Wigan Centre,22.0047698545194,,95.7305936073059
2006,Wigan Centre,23.6539525929491,,94.8744292237443
2007,Wigan Centre,21.2943542150039,,73.8013698630137
2019,Wigan Centre,12.8192847951962,,53.2305936073059
1995,Wolverhampton Centre,31.3159609120521,,3.50456621004566
1996,Wolverhampton Centre,33.7388647692555,,70.7991803278689
1997,Wolverhampton Centre,28.4823951818392,,98.5616438356164
1998,Wolverhampton Centre,23.9523588194283,,98.2420091324201
1999,Wolverhampton Centre,22.6125465549348,,98.0821917808219
2000,Wolverhampton Centre,22.8811604334149,,97.7117486338798
2001,Wolverhampton Centre,22.6719085060758,,95.8219178082192
2002,Wolverhampton Centre,22.2673405367724,,98.2534246575343
2003,Wolverhampton Centre,24.4954096455549,,98.2305936073059
2004,Wolverhampton Centre,19.9103921796811,,97.825591985428
2005,Wolverhampton Centre,22.7880715228609,,95.1255707762557
2006,Wolverhampton Centre,22.0664955669622,,97.8538812785388
2007,Wolverhampton Centre,18.9262218045113,,72.8767123287671
2008,York Bootham,16.0910265445149,,96.9262295081967
2009,York Bootham,16.5045942797981,,88.2077625570776
2010,York Bootham,17.0645201085616,,92.5342465753425
2011,York Bootham,17.9182941410921,,85.9246575342466
2012,York Bootham,12.0520042070819,,97.4157559198543
2013,York Bootham,11.6756128380086,,90.3424657534247
2014,York Bootham,14.9911302704618,,96.6552511415525
2015,York Bootham,15.258320592732,,97.0662100456621
2016,York Bootham,14.9367208832957,,95.8902550091075
2017,York Bootham,13.3548251575436,,92.3858447488584
2018,York Bootham,13.8409576996198,,96.0730593607306
2019,York Bootham,13.9637831325301,,94.7488584474886
