Year,Site,Annual Mean PM10 concentration (ug/m3),95% confidence interval for 'All sites' (+/-),Annual data capture (%)
2003,Birmingham East,22.1946414499606,,28.972602739726
2004,Birmingham East,20.5896272924473,,57.7299635701275
1992,Birmingham Centre,34.0616947097165,,75.1024590163934
1993,Birmingham Centre,33.1841889677772,,83.6073059360731
1994,Birmingham Centre,29.986005401424,,92.9908675799087
1995,Birmingham Centre,30.4347876808213,,97.8538812785388
1996,Birmingham Centre,32.0862938070091,,94.8542805100182
1997,Birmingham Centre,27.9761362273654,,95.1940639269406
1998,Birmingham Centre,24.9939824286918,,94.851598173516
1999,Birmingham Centre,23.91677643396,,95.3310502283105
2000,Birmingham Centre,22.4558857673555,,98.0646630236794
2001,Birmingham Centre,22.4027112305715,,97.6826484018265
2002,Birmingham Centre,21.7744175100024,,97.0091324200913
2003,Birmingham Centre,25.1348793815807,,85.6506849315068
2004,Birmingham Centre,22.3792521109771,,94.3761384335155
2005,Birmingham Centre,24.9567659352142,,87.3972602739726
2006,Birmingham Centre,26.5380288292511,,97.4086757990868
2007,Birmingham Centre,18.6208663251048,,98.0365296803653
2008,Birmingham Centre,15.669848661234,,97.7914389799636
2000,Blackpool,22.6231591105977,,39.4239526411658
2001,Blackpool,23.3284336782691,,97.0776255707762
2002,Blackpool,23.3950617283951,,98.013698630137
2003,Blackpool,26.2968101505988,,96.2671232876712
2004,Blackpool,27.9520109066121,,83.5040983606557
2005,Blackpool Marton,23.5657781599312,,53.1050228310502
2006,Blackpool Marton,26.6494561969643,,95.513698630137
2007,Blackpool Marton,20.8778708133971,,95.4337899543379
2008,Blackpool Marton,17.2044591449222,,92.9303278688525
2009,Blackpool Marton,19.6533333333333,,6.84931506849315
2019,Blackpool Marton,13.4238455029014,,47.2146118721461
2018,Birmingham Ladywood,15.366985428051,,25.0684931506849
2019,Birmingham Ladywood,15.1891323130091,,92.4885844748858
1997,Bolton,26.2938434114905,,83.2534246575343
1998,Bolton,21.5035173482771,,95.7420091324201
1999,Bolton,20.5806804374241,,93.9497716894977
2000,Bolton,20.2744153249501,,96.8693078324226
2001,Bolton,20.7389525368249,,97.648401826484
2002,Bolton,20.2819918934569,,98.5730593607306
2003,Bolton,23.0722765363128,,98.0821917808219
2004,Bolton,19.1059361801971,,97.040072859745
2005,Bolton,20.4005443142823,,96.472602739726
2006,Bolton,21.7973640856672,,97.0091324200913
2007,Bolton,21.3135983866321,,79.2465753424657
2008,Bolton,17.6111330438216,,28.8365209471767
1997,Bradford Centre,31.8917589175892,,9.28082191780822
1998,Bradford Centre,31.7375220199648,,97.203196347032
1999,Bradford Centre,25.9348332944742,,97.9223744292238
2000,Bradford Centre,22.6632099929295,,96.6074681238616
2001,Bradford Centre,27.5582956903919,,93.5045662100457
2002,Bradford Centre,23.2189610994642,,98.013698630137
2003,Bradford Centre,27.2106134026711,,96.5867579908676
2004,Bradford Centre,26.734693877551,,95.9471766848816
2005,Bradford Centre,32.2208558780128,,92.8310502283105
2006,Bradford Centre,34.2516300410529,,94.5433789954338
2007,Bradford Centre,24.2737439222042,,70.4337899543379
1996,London Brent,25.7006892024943,,69.3761384335155
1997,London Brent,28.1424118916327,,95.2283105022831
1998,London Brent,23.3770043948212,,96.1073059360731
1999,London Brent,22.9527797162131,,98.1506849315068
2000,London Brent,22.7781889672719,,98.4403460837887
2001,London Brent,22.8511622528044,,98.7100456621005
2002,London Brent,24.4211259431225,,98.3447488584475
2003,London Brent,26.2751701898961,,95.5821917808219
2004,London Brent,21.7660550458716,,94.3078324225865
2005,London Brent,21.5270344827586,,82.7625570776256
2006,London Brent,23.4887556221889,,98.9840182648402
2007,London Brent,19.0632247815727,,71.8607305936073
1993,Bristol Centre,35.0924657534247,,86.6666666666667
1994,Bristol Centre,31.5483793804569,,95.4452054794521
1995,Bristol Centre,30.6010613207547,,96.8036529680365
1996,Bristol Centre,32.6433624145249,,96.5619307832423
1997,Bristol Centre,30.5491274205116,,95.5022831050228
1998,Bristol Centre,27.9294585196225,,91.9178082191781
1999,Bristol Centre,25.8240220122024,,95.4223744292238
2000,Bristol Centre,25.8046608101513,,93.3060109289618
2001,Bristol Centre,23.8267942583732,,95.4337899543379
2002,Bristol Centre,25.8496061112437,,95.6392694063927
2003,Bristol Centre,28.8719833394585,,93.1849315068493
2004,Bristol Centre,24.220536756126,,97.563752276867
2005,Bristol Centre,24.0091743119266,,68.4360730593607
2006,Bristol St Paul's,23.1224137931034,,52.9680365296804
2007,Bristol St Paul's,19.6021795172252,,97.4200913242009
2008,Bristol St Paul's,20.4669546940682,,97.4954462659381
2009,Bristol St Paul's,18.8570601181513,,98.5502283105023
2010,Bristol St Paul's,20.3310434679616,,96.3812785388128
2011,Bristol St Paul's,23.4473725245595,,73.2077625570776
2012,Bristol St Paul's,17.6474557970036,,84.3465391621129
2013,Bristol St Paul's,17.7007619954757,,95.87899543379
2014,Bristol St Paul's,16.8646703635243,,92.6369863013699
2015,Bristol St Paul's,14.9099899849775,,91.1872146118722
2016,Bristol St Paul's,15.4184924142874,,95.2982695810565
2017,Bristol St Paul's,14.7306430367621,,95.3310502283105
2018,Bristol St Paul's,15.9166045845272,,79.6803652968037
2019,Bristol St Paul's,16.0242977190876,,85.5821917808219
2001,Canterbury,23.6337107505545,,97.796803652968
2002,Canterbury,24.0895505230486,,99.3036529680365
2003,Canterbury,25.617444265686,,99.337899543379
2004,Canterbury,22.1405417920815,,98.3378870673953
2005,Canterbury,22.5528286668971,,99.0753424657534
2006,Canterbury,23.5387453874539,,98.9954337899543
2007,Canterbury,22.3730674087817,,73.8356164383562
1992,Cardiff Centre,33.2523969319271,,47.4954462659381
1993,Cardiff Centre,40.1154952733251,,55.5479452054795
1994,Cardiff Centre,44.5507057288578,,96.2442922374429
1995,Cardiff Centre,32.4415308291992,,96.6438356164384
1996,Cardiff Centre,32.6159627773801,,95.4234972677596
1997,Cardiff Centre,33.6068548387097,,96.2557077625571
1998,Cardiff Centre,28.9568152717961,,98.0707762557078
1999,Cardiff Centre,27.8013953488372,,98.1735159817352
2000,Cardiff Centre,24.9194505878245,,97.8028233151184
2001,Cardiff Centre,26.6149291850476,,98.3333333333333
2002,Cardiff Centre,27.0406264719736,,96.9406392694064
2003,Cardiff Centre,34.7614678899083,,89.5890410958904
2004,Cardiff Centre,25.803320407174,,93.9435336976321
2005,Cardiff Centre,25.7592867756315,,53.7785388127854
2006,Cardiff Centre,26.7907088699001,,94.851598173516
2007,Cardiff Centre,22.3014256619145,,89.6803652968037
2008,Cardiff Centre,20.0156290364247,,88.1375227686703
2009,Cardiff Centre,18.3852214072263,,84.041095890411
2010,Cardiff Centre,22.4695870535714,,40.9132420091324
2011,Cardiff Centre,22.3348305430788,,55.9132420091324
2012,Cardiff Centre,17.8129246783288,,78.7454462659381
2013,Cardiff Centre,18.9490512216297,,92.0433789954338
2014,Cardiff Centre,15.9178841003165,,93.7671232876712
2015,Cardiff Centre,16.006384399626,,85.4680365296804
2016,Cardiff Centre,18.7605694980695,,47.1766848816029
2017,Cardiff Centre,15.9054189037333,,91.4269406392694
2018,Cardiff Centre,17.4259149484536,,88.5844748858448
2019,Cardiff Centre,23.072879068983,,67.6826484018265
2015,Chesterfield Loundsley Green,13.0264204124017,,76.9520547945205
2016,Chesterfield Loundsley Green,14.7209331182529,,91.7463570127505
2017,Chesterfield Loundsley Green,12.0043968123111,,83.0821917808219
2018,Chesterfield Loundsley Green,14.4305488974113,,95.2511415525114
2019,Chesterfield Loundsley Green,12.7217895791583,,96.837899543379
2008,Chesterfield,17.6441964285714,,76.5027322404372
2009,Chesterfield,17.5871890547264,,91.7808219178082
2010,Chesterfield,19.8703516316721,,90.2511415525114
2011,Chesterfield,21.7880952380952,,86.3013698630137
2012,Chesterfield,11.3282153983089,,51.1612021857923
2013,Chesterfield,15.909750853674,,90.2625570776256
2014,Chesterfield,18.2699703654923,,34.6689497716895
1992,London Bloomsbury,39.4410429178263,,77.7208561020036
1993,London Bloomsbury,37.1264947245018,,97.3744292237443
1994,London Bloomsbury,35.2935061901425,,97.7397260273973
1995,London Bloomsbury,36.8879342089113,,93.0022831050228
1996,London Bloomsbury,39.192799503414,,91.7008196721311
1997,London Bloomsbury,34.6354785086678,,96.1415525114155
1998,London Bloomsbury,29.7274815620844,,94.4178082191781
1999,London Bloomsbury,28.3563709773186,,96.1301369863014
2000,London Bloomsbury,27.7625190571127,,97.0742258652095
2001,London Bloomsbury,28.946261682243,,97.7168949771689
2002,London Bloomsbury,32.9819993571199,,35.513698630137
2003,London Bloomsbury,30.0047040376323,,58.2420091324201
2004,London Bloomsbury,26.4195195543693,,98.0988160291439
2005,London Bloomsbury,26.5634431969093,,94.5547945205479
2006,London Bloomsbury,29.8714602027736,,97.9566210045662
2007,London Bloomsbury,29.2964376590331,,89.7260273972603
2008,London Bloomsbury,22.6915876339451,,92.4294171220401
2009,London Bloomsbury,19.3989071038251,,98.1849315068493
2010,London Bloomsbury,17.8467208947636,,89.8173515981735
2011,London Bloomsbury,22.5426951694815,,96.6552511415525
2012,London Bloomsbury,18.602821170436,,97.6548269581056
2013,London Bloomsbury,18.0441956680458,,93.8127853881278
2014,London Bloomsbury,19.4960217854606,,96.4155251141552
2015,London Bloomsbury,18.6139466840052,,70.2283105022831
2016,London Bloomsbury,19.8802052612953,,96.5050091074681
2017,London Bloomsbury,17.1812291716687,,95.0913242009132
2018,London Bloomsbury,17.3798288825512,,88.0593607305936
2019,London Bloomsbury,17.626772144014,,91.6324200913242
2019,Coventry Allesley,11.0819206318628,,59.2579908675799
2001,Cwmbran,18.6119128837575,,43.5045662100457
2002,Cwmbran,18.4973004694836,,97.2602739726027
2003,Cwmbran,20.5242696112261,,99.2465753424657
2004,Cwmbran,17.5273164585958,,99.3966302367942
2005,Cwmbran,17.6642890013806,,99.2237442922374
2006,Cwmbran,19.3929152148664,,98.2876712328767
2007,Cwmbran,18.0622880049337,,74.041095890411
2016,Derry Rosemount,13.1812353979178,,64.5150273224044
2017,Derry Rosemount,11.1116761845387,,91.5525114155251
2018,Derry Rosemount,12.4149628920278,,95.365296803653
2019,Derry Rosemount,11.2090286425903,,73.3333333333333
1997,Derry,27.8362639440348,,60.3767123287671
1998,Derry,26.491105313093,,96.2557077625571
1999,Derry,25.4966010733453,,95.7191780821918
2000,Derry,19.7589834515366,,96.3114754098361
2001,Derry,23.2093078195133,,96.6438356164384
2002,Derry,21.5515934131027,,96.3584474885845
2003,Derry,23.6102828970536,,97.2488584474886
2004,Derry,19.6020192533459,,96.971766848816
2005,Derry,21.4176173115371,,97.0662100456621
2006,Derry,23.1393345917886,,96.7579908675799
2007,Derry,20.6431525463784,,96.6095890410959
2008,Derry,23.1627975750407,,76.9922586520947
2009,Derry,22.1194724592708,,73.5730593607306
2010,Derry,22.5192036369337,,72.8196347031963
2011,Derry,18.5627455795678,,92.9680365296804
2012,Derry,17.0646912463244,,50.33014571949
2013,Derry,14.7748490687219,,88.8698630136986
2014,Derry,14.56078782453,,89.2579908675799
2015,Derry,15.990202119793,,92.6255707762557
2016,Derry,17.5513492063492,,14.344262295082
2009,Eastbourne,20.6218798151002,,37.0433789954338
2010,Eastbourne,24.857372531006,,49.703196347032
2011,Eastbourne,18.686925795053,,64.6118721461187
2012,Eastbourne,22.9034793814433,,88.3424408014572
2013,Eastbourne,22.9114054704972,,66.3584474885845
2014,Eastbourne,19.174513618677,,76.2785388127854
2015,Eastbourne,18.1964789736279,,80.0799086757991
2016,Eastbourne,17.7774644521448,,95.2755009107468
2019,Eastbourne,15.5364101796407,,95.3196347031963
1997,Salford Eccles,29.1962325962326,,69.6917808219178
1998,Salford Eccles,25.5204627441224,,91.7694063926941
1999,Salford Eccles,23.0707419275327,,92.6255707762557
2000,Salford Eccles,21.7942916811695,,98.1215846994535
2001,Salford Eccles,24.174780058651,,97.3173515981735
2002,Salford Eccles,21.2693950177936,,96.2328767123288
2003,Salford Eccles,23.7027315914489,,96.1187214611872
2004,Salford Eccles,21.2550112679397,,95.9813296903461
2005,Salford Eccles,22.2365996106424,,87.9566210045662
2006,Salford Eccles,23.1820561637316,,95.9360730593607
2007,Salford Eccles,21.2706776440785,,90.1255707762557
2008,Salford Eccles,19.5222529544883,,90.5510018214936
2009,Salford Eccles,17.0606875584659,,97.6255707762557
2010,Salford Eccles,18.5191661841343,,98.5730593607306
2011,Salford Eccles,18.4268292682927,,93.6073059360731
2012,Salford Eccles,15.0259723964868,,90.7331511839709
2013,Salford Eccles,18.6993006993007,,97.9452054794521
2014,Salford Eccles,17.6464302600473,,96.5753424657534
2015,Salford Eccles,17.6774624373957,,95.7305936073059
2016,Salford Eccles,17.3377375221687,,89.867941712204
2017,Salford Eccles,16.3480209823557,,95.7534246575343
2018,Salford Eccles,16.8329441725096,,86.2899543378995
2019,Salford Eccles,15.3331638108293,,99.9315068493151
1992,Edinburgh Centre,29.4300791556728,,17.2586520947177
1993,Edinburgh Centre,29.3171171171171,,82.3630136986301
1994,Edinburgh Centre,25.5150856558425,,89.2922374429224
1995,Edinburgh Centre,26.5057670842118,,92.0433789954338
1996,Edinburgh Centre,25.2425132119789,,96.9376138433515
1997,Edinburgh Centre,23.9795868772783,,93.9497716894977
1998,Edinburgh Centre,20.0942451071761,,97.9908675799087
1999,Edinburgh Centre,18.9702358898357,,92.4315068493151
2000,Edinburgh Centre,23.4436170212766,,96.3114754098361
2001,Edinburgh Centre,25.4749003049496,,97.3287671232877
2002,Edinburgh Centre,26.8315247634947,,82.0547945205479
2003,Edinburgh Centre,24.837389953392,,44.0867579908676
2003,Edinburgh St Leonards,12.8060200668896,,3.41324200913242
2004,Edinburgh St Leonards,18.5495557863159,,98.6680327868852
2005,Edinburgh St Leonards,18.3597568104759,,97.6369863013699
2006,Edinburgh St Leonards,19.983023255814,,98.1735159817352
2007,Edinburgh St Leonards,18.7694633408919,,75.513698630137
2008,Edinburgh St Leonards,15.2931400282885,,96.5846994535519
2009,Edinburgh St Leonards,17.6105738233398,,53.1164383561644
2010,Edinburgh St Leonards,14.2134682568365,,94.7602739726027
2011,Edinburgh St Leonards,15.3648242368178,,98.7214611872146
2012,Edinburgh St Leonards,15.7815995992653,,68.1807832422587
2013,Edinburgh St Leonards,13.5364812575574,,94.4063926940639
2014,Edinburgh St Leonards,12.8198341733052,,70.2168949771689
2015,Edinburgh St Leonards,10.4849865697388,,92.648401826484
2016,Edinburgh St Leonards,10.704519091698,,78.7112932604736
2017,Edinburgh St Leonards,10.0567047747142,,84.8744292237443
2018,Edinburgh St Leonards,10.6929753585877,,93.1164383561644
2019,Edinburgh St Leonards,10.9483262152996,,90.87899543379
1996,Glasgow Centre,28.4432004369197,,41.6894353369763
1997,Glasgow Centre,27.0755005889282,,96.9178082191781
1998,Glasgow Centre,25.7844857844858,,97.5684931506849
1999,Glasgow Centre,23.196137738483,,98.1278538812785
2000,Glasgow Centre,28.0642287857478,,97.1311475409836
2001,Glasgow Centre,22.3774044032445,,98.5159817351598
2002,Glasgow Centre,20.1229747056767,,97.9337899543379
2003,Glasgow Centre,21.4294529488549,,96.1986301369863
2004,Glasgow Centre,19.3738892686261,,66.6211293260474
2005,Glasgow Centre,20.2067599067599,,97.9452054794521
2006,Glasgow Centre,21.2539273441335,,93.013698630137
2007,Glasgow Centre,20.2536965886599,,98.0479452054795
2008,Glasgow Centre,18.7281928352643,,85.4849726775956
2009,Glasgow Centre,25.0770622832152,,75.6963470319635
2010,Glasgow Centre,23.0934744268078,,25.8904109589041
2011,Glasgow Centre,16.5994221831428,,90.87899543379
2012,Glasgow Centre,15.9367633302152,,60.8492714025501
2013,Glasgow Townhead,11.5759815242494,,14.8287671232877
2014,Glasgow Townhead,13.1010589582141,,79.7716894977169
2015,Glasgow Townhead,10.8386986480593,,78.527397260274
2016,Glasgow Townhead,11.899296435272,,97.0856102003643
2017,Glasgow Townhead,13.3789910078244,,97.7511415525114
2018,Glasgow Townhead,11.0728389931133,,96.1415525114155
2019,Glasgow Townhead,11.3446716126064,,99.2465753424657
1996,London Hillingdon,30.6719145347203,,40.4940801457195
1997,London Hillingdon,32.4565724959141,,97.7853881278539
1998,London Hillingdon,26.4147476727095,,93.1963470319635
1999,London Hillingdon,26.6926047273578,,97.5570776255708
2000,London Hillingdon,25.4312405709644,,98.0988160291439
2001,London Hillingdon,25.7119603680113,,96.7808219178082
2002,London Hillingdon,24.635046728972,,97.7168949771689
2003,London Hillingdon,29.845472061657,,88.8698630136986
2004,London Hillingdon,27.0547419804742,,97.9508196721311
2005,London Hillingdon,27.3215770098563,,96.1301369863014
2006,London Hillingdon,29.2662505887895,,96.9406392694064
2007,London Hillingdon,25.9901639344262,,73.1164383561644
2019,London Honor Oak Park,14.7099845802399,,99.9429223744292
2002,Hull Freetown,29.8139344262295,,13.9269406392694
2003,Hull Freetown,28.20741599073,,88.6643835616438
2004,Hull Freetown,21.6701202810528,,95.594262295082
2005,Hull Freetown,22.6958046044174,,97.6826484018265
2006,Hull Freetown,25.0950877192982,,97.6027397260274
2007,Hull Freetown,19.1658542246982,,98.3561643835616
2008,Hull Freetown,17.3987459359034,,98.0418943533698
2009,Hull Freetown,20.9197139387397,,84.6004566210046
2010,Hull Freetown,18.5378076630297,,89.9771689497717
2011,Hull Freetown,17.2929036929761,,94.5890410958904
2012,Hull Freetown,11.922559793148,,88.0578324225865
2013,Hull Freetown,14.2616929181195,,94.9429223744292
2014,Hull Freetown,14.9041847826087,,84.0182648401827
2019,Hull Freetown,13.7937213740458,,29.9086757990868
1994,Hull Centre,33.8838537699924,,89.9315068493151
1995,Hull Centre,31.6188476790296,,97.8767123287671
1996,Hull Centre,32.9487485101311,,95.5145719489982
1997,Hull Centre,31.6658563267291,,93.9155251141552
1998,Hull Centre,29.1636607360468,,93.675799086758
1999,Hull Centre,27.9444122084252,,98.3675799086758
2000,Hull Centre,26.1331410718577,,94.7404371584699
2001,Hull Centre,28.0345589946474,,98.1050228310502
2002,Hull Centre,34.2879177377892,,4.44063926940639
1996,London N. Kensington,29.7391370635768,,74.66985428051
1997,London N. Kensington,31.6381632892117,,97.4543378995434
1998,London N. Kensington,26.4093288356403,,98.1392694063927
1999,London N. Kensington,26.894225205416,,98.6415525114155
2000,London N. Kensington,25.5663885578069,,95.5145719489982
2001,London N. Kensington,25.811048934397,,95.87899543379
2002,London N. Kensington,25.2251594202899,,98.458904109589
2003,London N. Kensington,28.6059621853613,,98.4132420091324
2004,London N. Kensington,24.2718850219741,,95.8447176684882
2005,London N. Kensington,24.7005767012687,,98.972602739726
2006,London N. Kensington,26.3616776126282,,99.0753424657534
2007,London N. Kensington,25.0004638756813,,98.4360730593607
2008,London N. Kensington,20.3072898500174,,97.9166666666667
2009,London N. Kensington,19.6552419354839,,90.5936073059361
2011,London N. Kensington,23.7018299246502,,84.8401826484018
2012,London N. Kensington,20.150683002394,,80.8401639344262
2015,London N. Kensington,19.695387865274,,97.2716894977169
2016,London N. Kensington,20.2165476098936,,88.8319672131148
2017,London N. Kensington,16.5197421031587,,85.6506849315068
2018,London N. Kensington,14.1506679607216,,99.9771689497717
2019,London N. Kensington,14.5317260477332,,99.9657534246575
1996,Leamington Spa,25.5626158326714,,42.9986338797814
1997,Leamington Spa,25.2496700976511,,86.5068493150685
1998,Leamington Spa,23.5408293646184,,98.2762557077626
1999,Leamington Spa,21.7030281772477,,97.6369863013699
2000,Leamington Spa,20.4207961007311,,98.0988160291439
2001,Leamington Spa,20.753302433372,,98.5159817351598
2002,Leamington Spa,20.8009060285747,,98.2762557077626
2003,Leamington Spa,26.8025545502927,,85.7990867579909
2004,Leamington Spa,20.736634581932,,98.1671220400729
2005,Leamington Spa,20.689957700141,,72.865296803653
2006,Leamington Spa,23.8708371877891,,98.7214611872146
2007,Leamington Spa,21.1732801127025,,97.2374429223744
2008,Leamington Spa,19.1432732568724,,62.5341530054645
2009,Leamington Spa,19.8360751370902,,97.8424657534247
2010,Leamington Spa,20.3596450256889,,97.7625570776256
2011,Leamington Spa,20.185518143184,,69.8401826484018
2012,Leamington Spa,16.1508566172243,,99.0095628415301
2013,Leamington Spa,17.839367034226,,79.7146118721461
2014,Leamington Spa,15.938982650773,,96.7237442922374
2015,Leamington Spa,15.287532224045,,97.4200913242009
2016,Leamington Spa,15.3896588740458,,95.4462659380692
2017,Leamington Spa,13.9762595870206,,96.7465753424657
2018,Leamington Spa,14.0269762964746,,94.8744292237443
2019,Leamington Spa,14.4001941861834,,96.9977168949772
1993,Leeds Centre,35.6223807400803,,76.8150684931507
1994,Leeds Centre,33.9923067378087,,91.9977168949772
1995,Leeds Centre,32.817788686302,,97.6712328767123
1996,Leeds Centre,34.5562427071179,,97.563752276867
1997,Leeds Centre,36.8787437052743,,86.1415525114155
1998,Leeds Centre,28.4999409472068,,96.6552511415525
1999,Leeds Centre,25.452655075188,,97.1689497716895
2000,Leeds Centre,23.1780741090394,,96.4708561020036
2001,Leeds Centre,24.3517715112075,,94.7260273972603
2002,Leeds Centre,24.6363212495629,,97.9337899543379
2003,Leeds Centre,27.0560978478184,,97.0662100456621
2004,Leeds Centre,21.861996741913,,97.8369763205829
2005,Leeds Centre,26.6879830277315,,75.3310502283105
2006,Leeds Centre,24.3241967062075,,99.12100456621
2007,Leeds Centre,25.2508057090239,,99.1780821917808
