Year,Site,Annual Mean PM2.5 concentration (ug/m3),95% confidence interval for 'All sites' (+/-),Annual capture rate (%)
2010,Sandy Roadside,17.2291635604592,,76.5639269406393
2011,Sandy Roadside,13.0325960419092,,39.2237442922374
2012,Sandy Roadside,15.0350221013261,,66.9626593806922
2013,Sandy Roadside,13.002037579307,,93.5616438356164
2014,Sandy Roadside,12.7694650704652,,75.3310502283105
2015,Sandy Roadside,11.7951175838606,,95.6278538812785
2016,Sandy Roadside,12.386970022692,,95.3210382513661
2017,Sandy Roadside,12.3869205965337,,56.6438356164384
2018,Sandy Roadside,13.1656817764727,,62.203196347032
2019,Sandy Roadside,9.70053267506821,,87.865296803653
2017,Sheffield Barnsley Road,13.1784615384615,,18.5502283105023
2018,Sheffield Barnsley Road,13.9073241831653,,93.9840182648402
2019,Sheffield Barnsley Road,14.6912019826518,,92.1232876712329
2016,Stockton-on-Tees A1305 Roadside,10.4645653846154,,82.8779599271403
2017,Stockton-on-Tees A1305 Roadside,8.05104797391709,,98.0365296803653
2018,Stockton-on-Tees A1305 Roadside,9.43372134885395,,95.1255707762557
2019,Stockton-on-Tees A1305 Roadside,8.14685734887634,,94.9885844748858
2009,Storrington Roadside,10.9927307206068,,36.1187214611872
2010,Storrington Roadside,14.4542667974497,,93.1050228310502
2011,Storrington Roadside,15.615867115809,,98.2762557077626
2012,Storrington Roadside,16.2165101334651,,92.1220400728597
2013,Storrington Roadside,16.617438657987,,91.1872146118722
2014,Storrington Roadside,11.3228314787505,,85.148401826484
2015,Storrington Roadside,11.1790341425419,,87.9337899543379
2016,Storrington Roadside,13.2435716058575,,91.7349726775956
2017,Storrington Roadside,24.1079422382671,,6.32420091324201
2009,Swansea Roadside,11.8264005770618,,47.4771689497717
2010,Swansea Roadside,8.99374097255657,,94.8401826484018
2011,Swansea Roadside,10.3383818254285,,28.6415525114155
2012,Swansea Roadside,11.4677645409951,,97.4726775956284
2013,Swansea Roadside,11.9296933520599,,97.5342465753425
2014,Swansea Roadside,12.7087076296562,,95.3082191780822
2015,Swansea Roadside,12.7805150768509,,97.2945205479452
2016,Swansea Roadside,13.3670354457573,,95.3893442622951
2017,Swansea Roadside,14.6562265962554,,95.1141552511416
2018,Swansea Roadside,12.8224426534408,,92.0662100456621
2019,Swansea Roadside,9.85862735621073,,94.4748858447489
2018,Wrexham,9.53947457627119,,15.4908675799087
2019,Wrexham,7.86904148316522,,80.3538812785388
2018,Worthing A27 Roadside,10.4209245742092,,75.0684931506849
2019,Worthing A27 Roadside,10.0407780642137,,97.4200913242009
2011,York Fishergate,12.8929940745904,,32.7511415525114
2012,York Fishergate,13.4021889545855,,90.4940801457195
2013,York Fishergate,13.2699340014666,,93.4018264840183
2014,York Fishergate,13.5743208729974,,98.3333333333333
2015,York Fishergate,12.0239141742523,,87.7853881278539
2016,York Fishergate,11.9559526713833,,93.3287795992714
2017,York Fishergate,11.4191737440622,,79.3036529680365
2018,York Fishergate,10.4562828826624,,93.2990867579909
2019,York Fishergate,10.6560026940562,,67.796803652968
