Year,Site,Annual average maximum daily 8-hour mean O3 concentration (ug/m3),95% confidence interval for 'All sites' (+/-),Annual data capture (%)
1991,Sibton,73.5722753536561,,65.4794520547945
1992,Sibton,69.6385186727752,,93.7158469945355
1993,Sibton,70.2742737763629,,98.3561643835616
1994,Sibton,70.3050082101806,,95.3424657534246
1995,Sibton,68.4032822168415,,96.986301369863
1996,Sibton,69.9434788752296,,92.0765027322404
1997,Sibton,68.1018888002128,,98.0821917808219
1998,Sibton,66.0382187457115,,95.0684931506849
1999,Sibton,68.3329180509413,,94.2465753424658
2000,Sibton,64.2964357429719,,90.7103825136612
2001,Sibton,62.5644510582011,,98.6301369863014
2002,Sibton,64.3119311436486,,98.9041095890411
2003,Sibton,73.2250142571999,,91.5068493150685
2004,Sibton,72.6576190476191,,95.6284153005464
2005,Sibton,78.2447894051238,,90.1369863013699
2006,Sibton,74.6598232107214,,91.5068493150685
2007,Sibton,64.0109098394401,,95.0684931506849
2008,Sibton,77.790125213432,,68.5792349726776
2009,Sibton,66.8091475095785,,95.3424657534246
2010,Sibton,68.1000784929356,,99.7260273972603
2011,Sibton,69.79514024788,,100
2012,Sibton,66.0150032615786,,99.7267759562842
2013,Sibton,67.8572333234416,,93.972602739726
2014,Sibton,68.5730994567219,,99.1780821917808
2015,Sibton,69.4900578028808,,99.1780821917808
2016,Sibton,66.328581316156,,98.0874316939891
2017,Sibton,68.2701727285986,,96.1643835616438
2018,Sibton,74.0638921824288,,98.0821917808219
2019,Sibton,74.1388125473895,,99.4520547945205
1996,Somerton,73.5976042590949,,87.9781420765027
1997,Somerton,70.4576943771859,,96.986301369863
1998,Somerton,74.1758532892926,,94.7945205479452
1999,Somerton,77.5162577496372,,98.9041095890411
2000,Somerton,76.0875621890547,,91.5300546448087
2001,Somerton,69.8729933899906,,96.7123287671233
2002,Somerton,71.3212944332663,,97.2602739726027
2003,Somerton,77.9625410509031,,95.3424657534246
2004,Somerton,70.2029625068418,,95.0819672131148
2005,Somerton,70.4773982056591,,94.5205479452055
2006,Somerton,72.479566453447,,91.7808219178082
2007,Somerton,67.6918377321603,,93.4246575342466
2008,Somerton,61.5073891625616,,15.8469945355191
1987,Strathvaich,71.129131130064,,73.4246575342466
1988,Strathvaich,76.3328821324448,,93.7158469945355
1989,Strathvaich,72.9461752786221,,77.2602739726027
1990,Strathvaich,75.319623655914,,84.9315068493151
1991,Strathvaich,74.4266316750342,,85.7534246575343
1992,Strathvaich,77.410248447205,,94.2622950819672
1993,Strathvaich,76.3908662441086,,80.2739726027397
1994,Strathvaich,82.039010989011,,71.2328767123288
1995,Strathvaich,76.572231531909,,93.4246575342466
1996,Strathvaich,76.6817792985458,,91.2568306010929
1997,Strathvaich,74.4086239847109,,81.9178082191781
1998,Strathvaich,78.8890675241158,,85.2054794520548
1999,Strathvaich,82.9272872414272,,93.972602739726
2000,Strathvaich,75.3154591349434,,95.3551912568306
2001,Strathvaich,75.5780548068284,,58.0821917808219
2002,Strathvaich,77.9486414162207,,95.0684931506849
2003,Strathvaich,83.8114194722475,,86.027397260274
2004,Strathvaich,84.3215472235406,,82.2404371584699
2005,Strathvaich,74.8924307036247,,91.7808219178082
2006,Strathvaich,83.4418209144123,,82.4657534246575
2007,Strathvaich,76.9877551020408,,86.3013698630137
2008,Strathvaich,82.6193650793651,,81.9672131147541
2009,Strathvaich,75.3118836291913,,92.6027397260274
2010,Strathvaich,70.0966971746916,,98.3561643835616
2011,Strathvaich,72.6082621082621,,96.1643835616438
2012,Strathvaich,74.6416900093371,,97.5409836065574
2013,Strathvaich,78.238397255291,,88.7671232876712
2014,Strathvaich,78.2458544909297,,86.3013698630137
2015,Strathvaich,78.5356828824405,,98.6301369863014
2016,Strathvaich,76.0291763864324,,86.0655737704918
2017,Strathvaich,76.0726556872449,,95.8904109589041
2018,Strathvaich,74.8326861362141,,99.1780821917808
2019,Strathvaich,76.1865631570048,,94.5205479452055
1987,Wharleycroft,48.6401360544218,,76.7123287671233
1988,Wharleycroft,61.6593646179402,,93.9890710382514
1989,Wharleycroft,64.4093936610014,,85.2054794520548
1990,Wharleycroft,65.7022752888138,,92.6027397260274
1991,Wharleycroft,74.5933333333333,,95.8904109589041
1992,Wharleycroft,69.1735309722775,,98.0874316939891
1993,Wharleycroft,67.1125415282392,,94.2465753424658
1994,Wharleycroft,71.1219983719984,,96.1643835616438
1995,Wharleycroft,76.8704613095238,,87.6712328767123
2001,Weybourne,73.2995660881175,,58.6301369863014
2002,Weybourne,75.9453478797859,,95.0684931506849
2003,Weybourne,79.3885041551247,,98.9041095890411
2004,Weybourne,79.5713276836158,,96.7213114754098
2005,Weybourne,81.9654340836013,,85.2054794520548
2006,Weybourne,84.6633597883598,,88.7671232876712
2007,Weybourne,78.3471055088702,,97.8082191780822
2008,Weybourne,76.8499391233766,,96.1748633879781
2009,Weybourne,79.4460486322188,,90.1369863013699
2010,Weybourne,80.336265884653,,93.4246575342466
2011,Weybourne,78.3068820224719,,97.5342465753425
2012,Weybourne,72.7779078844653,,100
2013,Weybourne,74.5113620614035,,93.6986301369863
2014,Weybourne,73.3156077279843,,100
2015,Weybourne,74.9512712956621,,100
2016,Weybourne,72.967361747639,,97.8142076502732
2017,Weybourne,73.68534808603,,99.1780821917808
2018,Weybourne,75.212437297456,,100
2019,Weybourne,70.3369182308686,,93.4246575342466
1997,Wicken Fen,35.2186888454012,,20
1998,Wicken Fen,59.9490196078431,,93.1506849315068
1999,Wicken Fen,67.1372162236988,,94.2465753424658
2000,Wicken Fen,59.0160606060606,,75.1366120218579
2001,Wicken Fen,61.7537862239697,,89.5890410958904
2002,Wicken Fen,63.567791005291,,98.6301369863014
2003,Wicken Fen,71.9770502645503,,98.6301369863014
2004,Wicken Fen,72.2885403419528,,92.0765027322404
2005,Wicken Fen,73.2177806902578,,89.5890410958904
2006,Wicken Fen,88.6161674347158,,84.9315068493151
2007,Wicken Fen,73.7440035273369,,73.972602739726
2008,Wicken Fen,69.3247252747253,,88.7978142076503
2009,Wicken Fen,67.1021285304953,,95.6164383561644
2010,Wicken Fen,62.9606175803655,,97.8082191780822
2011,Wicken Fen,59.780664897538,,88.4931506849315
2012,Wicken Fen,56.0407339574006,,95.9016393442623
2013,Wicken Fen,65.7475009981307,,99.4520547945205
2014,Wicken Fen,68.1336286333076,,76.1643835616438
2015,Wicken Fen,72.8939565943403,,98.0821917808219
2016,Wicken Fen,64.3894482682292,,96.1748633879781
2017,Wicken Fen,64.4746612130656,,98.9041095890411
2018,Wicken Fen,72.4031061507936,,98.6301369863014
2019,Wicken Fen,70.2608928362245,,95.8904109589041
1987,Wray,63.396531924667,,85.2054794520548
1988,Wray,61.5037593984962,,15.5737704918033
1987,Yarner Wood,54.8340290661719,,42.1917808219178
1988,Yarner Wood,70.4003198294243,,91.5300546448087
1989,Yarner Wood,78.9135174418605,,94.2465753424658
1990,Yarner Wood,81.8728831958315,,90.1369863013699
1991,Yarner Wood,75.5434523809524,,98.6301369863014
1992,Yarner Wood,73.1660295103957,,96.9945355191257
1993,Yarner Wood,69.5030534941249,,84.3835616438356
1994,Yarner Wood,73.2367610837438,,95.3424657534246
1995,Yarner Wood,77.58227806358,,98.9041095890411
1996,Yarner Wood,69.0559142024157,,93.7158469945355
1997,Yarner Wood,67.5876087277016,,88.4931506849315
1998,Yarner Wood,75.8152829313544,,84.3835616438356
1999,Yarner Wood,75.796685340803,,97.8082191780822
2000,Yarner Wood,69.5664784814269,,79.5081967213115
2001,Yarner Wood,71.0450148809524,,96.4383561643836
2002,Yarner Wood,70.1057085484796,,90.958904109589
2003,Yarner Wood,79.6225392391594,,98.0821917808219
2004,Yarner Wood,75.6776350989834,,97.2677595628415
2005,Yarner Wood,74.2515306122449,,95.8904109589041
2006,Yarner Wood,76.6458843537415,,95.8904109589041
2007,Yarner Wood,71.0176616915423,,91.7808219178082
2008,Yarner Wood,72.9918323316382,,84.4262295081967
2009,Yarner Wood,74.4957792207792,,90.4109589041096
2010,Yarner Wood,72.975794750033,,98.9041095890411
2011,Yarner Wood,73.6163219496553,,81.3698630136986
2012,Yarner Wood,71.6093073593074,,90.1639344262295
2013,Yarner Wood,69.8391624811007,,92.3287671232877
2014,Yarner Wood,75.1129664037267,,94.5205479452055
2015,Yarner Wood,77.2949621592891,,97.2602739726027
2016,Yarner Wood,63.9658960887967,,96.448087431694
2017,Yarner Wood,75.3088458629159,,90.958904109589
2018,Yarner Wood,77.6543141010379,,96.1643835616438
2019,Yarner Wood,75.6205604987923,,94.5205479452055
