nom_dept,nom_com,id_com,date_debut,date_fin,nom_station,code_station,typologie,influence,nom_poll,id_poll_ue,unite,valeur,validite,validation,metrique,yl93,xl93,OBJECTID
Isère,Sablons,38349,1483228800000,1514764800000,Sablons,FR27005,périurbaine,fond,Ozone,7,µg/m3,55.1,t,t,annuelle,6470719,838717,40
Isère,Bourgoin-Jallieu,38053,1483228800000,1514764800000,Bourgoin-Jallieu,FR27007,urbaine,fond,Ozone,7,µg/m3,47.6,t,t,annuelle,6503511.5,876976.3125,41
Isère,Lieudieu,38211,1483228800000,1514764800000,Plateau de Bonnevaux,FR27010,rurale régionale,fond,Ozone,7,µg/m3,67.1,t,t,annuelle,6486960,870432.25,42
Loire,Roanne,42187,1483228800000,1514764800000,ROANNE,FR29423,urbaine,fond,Ozone,7,µg/m3,48.8,t,t,annuelle,6549605,783106.125,43
Loire,Saint-Étienne,42218,1483228800000,1514764800000,SAINT ETIENNE SUD,FR29424,urbaine,fond,Ozone,7,µg/m3,52.6,t,t,annuelle,6481038,809128.1875,44
Loire,Saint-Chamond,42207,1483228800000,1514764800000,SAINT-CHAMOND,FR29426,urbaine,fond,Ozone,7,µg/m3,46.4,t,t,annuelle,6487343.5,818361.1875,45
Loire,La Talaudière,42305,1483228800000,1514764800000,LA TALAUDIERE,FR29439,périurbaine,fond,Ozone,7,µg/m3,54.3,t,t,annuelle,6487935.5,811682,46
Savoie,Chambéry,73065,1483228800000,1514764800000,PASTEUR,FR33101,urbaine,fond,Ozone,7,µg/m3,45.6,t,t,annuelle,6500356,928381,47
Savoie,Chambéry,73065,1483228800000,1514764800000,CHAMBERY LE HAUT,FR33102,urbaine,fond,Ozone,7,µg/m3,57.1,t,t,annuelle,6503888,927483.625,48
Savoie,Saint-Jean-de-Maurienne,73248,1483228800000,1514764800000,SAINT JEAN,FR33111,urbaine,fond,Ozone,7,µg/m3,51.8,t,t,annuelle,6469500.5,962582.875,49
Haute-Savoie,Chamonix-Mont-Blanc,74056,1483228800000,1514764800000,CHAMONIX,FR33120,urbaine,fond,Ozone,7,µg/m3,44.3,t,t,annuelle,6543216,999812.4375,50
Savoie,Albertville,73011,1483228800000,1514764800000,Albertville,FR33121,urbaine,fond,Ozone,7,µg/m3,44,t,t,annuelle,6514045.5,963808.875,51
Haute-Savoie,Annecy,74010,1483228800000,1514764800000,LOVERCHY,FR33201,urbaine,fond,Ozone,7,µg/m3,44.2,t,t,annuelle,6537627,941742.125,52
Haute-Savoie,Annecy,74010,1483228800000,1514764800000,NOVEL,FR33202,urbaine,fond,Ozone,7,µg/m3,53.3,t,t,annuelle,6540090,942978.6875,53
Haute-Savoie,Annemasse,74012,1483228800000,1514764800000,ANNEMASSE,FR33211,urbaine,fond,Ozone,7,µg/m3,46.9,t,t,annuelle,6571348.5,949833.5625,54
Haute-Savoie,Gaillard,74133,1483228800000,1514764800000,GAILLARD,FR33212,urbaine,fond,Ozone,7,µg/m3,,,,annuelle,6571030,947863.125,55
Haute-Savoie,Passy,74208,1483228800000,1514764800000,PASSY,FR33220,périurbaine,fond,Ozone,7,µg/m3,43.3,t,t,annuelle,6542749,987703,56
Haute-Savoie,Chamonix-Mont-Blanc,74056,1483228800000,1514764800000,Aiguille du Midi,FR33233,rurale régionale,fond,Ozone,7,µg/m3,90.2,f,t,annuelle,6538414,1001392.9375,57
Haute-Savoie,Thonon-les-Bains,74281,1483228800000,1514764800000,THONON les Bains,FR33260,urbaine,fond,Ozone,7,µg/m3,,,,annuelle,6591966,967770.875,58
Haute-Savoie,Saint-Germain-sur-Rhône,74235,1483228800000,1514764800000,St Germain/Rhône,FR33302,rurale proche,fond,Ozone,7,µg/m3,61,t,t,annuelle,6556388.5,917979.6875,59
Ain,Bourg-en-Bresse,01053,1483228800000,1514764800000,Bourg-en-Bresse,FR33305,urbaine,fond,Ozone,7,µg/m3,52.5,t,t,annuelle,6570409.5,871636.1875,60
Haute-Savoie,Magland,74159,1483228800000,1514764800000,Magland,FR33374,périurbaine,fond,Ozone,7,µg/m3,5,f,f,annuelle,6553152,979987,61
Drôme,Portes-lès-Valence,26252,1483228800000,1514764800000,Valence Périurb. Sud,FR36001,périurbaine,fond,Ozone,7,µg/m3,56.3,t,t,annuelle,6420768,848178.875,62
Drôme,Valence,26362,1483228800000,1514764800000,Valence Urb. Centre,FR36002,urbaine,fond,Ozone,7,µg/m3,55.3,t,t,annuelle,6427789.5,849384.3125,63
Drôme,Romans-sur-Isère,26281,1483228800000,1514764800000,Romans-sur-Isère,FR36019,urbaine,fond,Ozone,7,µg/m3,57,t,t,annuelle,6440222.5,860949.375,64
Drôme,Saint-Nazaire-le-Désert,26321,1483228800000,1514764800000,Drôme Rurale Sud-SND,FR36021,rurale nationale,fond,Ozone,7,µg/m3,64.2,t,t,annuelle,6388207,880936.6875,65
Ardèche,Saint-Cyr,07227,1483228800000,1514764800000,ANNONAY,FR36025,urbaine,fond,Ozone,7,µg/m3,31,f,t,annuelle,6461865,835394.4375,66
