nom_dept,nom_com,insee_com,nom_station,code_station_ue,typologie,influence,nom_poll,id_poll_ue,metrique,date_debut,date_fin,valeur,unite,statut_valid,x,y,longitude,latitude,ObjectId
Bas-Rhin,Geispolsheim,67152,Strasbourg Sud 2,FR16041,Périurbaine,Fond,Ozone,7,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,39,µg/m3,1,1046010,6834213,7.68781899980726,48.5156999965252,2316
Bas-Rhin,Geispolsheim,67152,Strasbourg Sud 2,FR16041,Périurbaine,Fond,Ozone,7,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,44,µg/m3,1,1046010,6834213,7.68781899980726,48.5156999965252,2317
Bas-Rhin,Geispolsheim,67152,Strasbourg Sud 2,FR16041,Périurbaine,Fond,Ozone,7,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,48,µg/m3,1,1046010,6834213,7.68781899980726,48.5156999965252,2318
Bas-Rhin,Geispolsheim,67152,Strasbourg Sud 2,FR16041,Périurbaine,Fond,Ozone,7,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,46,µg/m3,1,1046010,6834213,7.68781899980726,48.5156999965252,2319
Haut-Rhin,Thann,68334,Thann,FR16052,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,4,µg/m3,1,1007144,6753602,7.10555299991038,47.810931996111,2320
Haut-Rhin,Thann,68334,Thann,FR16052,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,5,µg/m3,1,1007144,6753602,7.10555299991038,47.810931996111,2321
Haut-Rhin,Thann,68334,Thann,FR16052,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,3,µg/m3,1,1007144,6753602,7.10555299991038,47.810931996111,2322
Haut-Rhin,Thann,68334,Thann,FR16052,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,3,µg/m3,1,1007144,6753602,7.10555299991038,47.810931996111,2323
Haut-Rhin,Thann,68334,Thann,FR16052,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,3,µg/m3,1,1007144,6753602,7.10555299991038,47.810931996111,2324
Haut-Rhin,Thann,68334,Thann,FR16052,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,3,µg/m3,1,1007144,6753602,7.10555299991038,47.810931996111,2325
Haut-Rhin,Thann,68334,Thann,FR16052,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,2,µg/m3,1,1007144,6753602,7.10555299991038,47.810931996111,2326
Haut-Rhin,Thann,68334,Thann,FR16052,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,2,µg/m3,1,1007144,6753602,7.10555299991038,47.810931996111,2327
Haut-Rhin,Thann,68334,Thann,FR16052,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,3,µg/m3,1,1007144,6753602,7.10555299991038,47.810931996111,2328
Haut-Rhin,Thann,68334,Thann,FR16052,Urbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,1,µg/m3,1,1007144,6753602,7.10555299991038,47.810931996111,2329
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Dioxyde de soufre,1,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,0,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2330
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Particules PM10,5,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2331
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Particules PM10,5,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2332
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Particules PM10,5,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2333
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Particules PM10,5,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2334
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Particules PM10,5,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,20,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2335
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Particules PM10,5,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,21,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2336
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Particules PM10,5,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,18,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2337
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Particules PM10,5,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,19,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2338
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Particules PM10,5,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,20,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2339
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Particules PM10,5,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,16,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2340
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,22,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2341
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,18,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2342
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,19,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2343
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,19,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2344
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,18,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2345
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,17,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2346
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,18,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2347
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,18,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2348
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,16,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2349
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,16,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2350
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2351
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2352
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2353
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2354
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,27,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2355
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,30,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2356
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,28,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2357
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,24,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2358
Aube,Troyes,10387,Troyes La Tour,FR14031,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,23,µg/m3,1,779858,6800693,4.07694400015182,48.3016659960395,2359
Moselle,Gandrange,57242,Vallée de l'Orne (Gandrange-Verlaine),FR01074,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,927509,6912398,6.1263519326479,49.2706856679662,2360
Moselle,Gandrange,57242,Vallée de l'Orne (Gandrange-Verlaine),FR01074,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,927509,6912398,6.1263519326479,49.2706856679662,2361
Moselle,Gandrange,57242,Vallée de l'Orne (Gandrange-Verlaine),FR01074,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,927509,6912398,6.1263519326479,49.2706856679662,2362
Moselle,Gandrange,57242,Vallée de l'Orne (Gandrange-Verlaine),FR01074,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,927509,6912398,6.1263519326479,49.2706856679662,2363
Moselle,Gandrange,57242,Vallée de l'Orne (Gandrange-Verlaine),FR01074,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,927509,6912398,6.1263519326479,49.2706856679662,2364
Moselle,Gandrange,57242,Vallée de l'Orne (Gandrange-Verlaine),FR01074,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,927509,6912398,6.1263519326479,49.2706856679662,2365
Moselle,Gandrange,57242,Vallée de l'Orne (Gandrange-Verlaine),FR01074,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,NA,µg/m3,1,927509,6912398,6.1263519326479,49.2706856679662,2366
Moselle,Gandrange,57242,Vallée de l'Orne (Gandrange-Verlaine),FR01074,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,NA,µg/m3,1,927509,6912398,6.1263519326479,49.2706856679662,2367
Moselle,Gandrange,57242,Vallée de l'Orne (Gandrange-Verlaine),FR01074,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,NA,µg/m3,1,927509,6912398,6.1263519326479,49.2706856679662,2368
Moselle,Gandrange,57242,Vallée de l'Orne (Gandrange-Verlaine),FR01074,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,16,µg/m3,1,927509,6912398,6.1263519326479,49.2706856679662,2369
Moselle,Hayange,57306,Vallée de la Fensch (Hayange),FR01005,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,28,µg/m3,1,923621,6918261,6.07610799998603,49.3247219965478,2370
Moselle,Hayange,57306,Vallée de la Fensch (Hayange),FR01005,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,23,µg/m3,1,923621,6918261,6.07610799998603,49.3247219965478,2371
Moselle,Hayange,57306,Vallée de la Fensch (Hayange),FR01005,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,19,µg/m3,1,923621,6918261,6.07610799998603,49.3247219965478,2372
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,21,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,NA,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2373
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,453,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2374
Moselle,Hayange,57306,Vallée de la Fensch (Hayange),FR01005,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,21,µg/m3,1,923621,6918261,6.07610799998603,49.3247219965478,2375
Moselle,Hayange,57306,Vallée de la Fensch (Hayange),FR01005,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,17,µg/m3,1,923621,6918261,6.07610799998603,49.3247219965478,2376
Moselle,Hayange,57306,Vallée de la Fensch (Hayange),FR01005,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,923621,6918261,6.07610799998603,49.3247219965478,2377
Moselle,Hayange,57306,Vallée de la Fensch (Hayange),FR01005,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,15,µg/m3,1,923621,6918261,6.07610799998603,49.3247219965478,2378
Moselle,Hayange,57306,Vallée de la Fensch (Hayange),FR01005,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,14,µg/m3,1,923621,6918261,6.07610799998603,49.3247219965478,2379
Moselle,Hayange,57306,Vallée de la Fensch (Hayange),FR01005,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,14,µg/m3,1,923621,6918261,6.07610799998603,49.3247219965478,2380
Moselle,Hayange,57306,Vallée de la Fensch (Hayange),FR01005,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,14,µg/m3,1,923621,6918261,6.07610799998603,49.3247219965478,2381
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Dioxyde de soufre,1,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2382
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2383
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2384
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2385
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,18,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2386
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,19,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2387
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,19,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2388
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,17,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2389
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,11,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2390
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,11,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2391
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Particules PM10,5,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,11,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2392
Moselle,Hayange,57306,Vallée de la Fensch (Marspich),FR01059,Périurbaine,Industrielle,Dioxyde d'azote,8,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,923999,6919687,6.08207000014306,49.3373999969961,2393
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Dioxyde de soufre,1,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,7,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2394
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Particules PM10,5,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,21,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2395
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Dioxyde d'azote,8,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2396
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Dioxyde d'azote,8,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,25,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2397
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Dioxyde d'azote,8,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,22,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2398
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Dioxyde d'azote,8,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,22,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2399
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Dioxyde d'azote,8,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,22,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2400
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Dioxyde d'azote,8,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,20,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2401
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Dioxyde d'azote,8,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,19,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2402
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Dioxyde d'azote,8,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,19,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2403
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Dioxyde d'azote,8,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,19,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2404
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Dioxyde d'azote,8,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,16,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2405
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Oxydes d'azote,9,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2406
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Oxydes d'azote,9,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2407
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Oxydes d'azote,9,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2408
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Oxydes d'azote,9,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2409
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Oxydes d'azote,9,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2410
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Oxydes d'azote,9,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,33,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2411
Meurthe-et-Moselle,Atton,54027,Vallée de la Moselle (Atton),FR01016,Rurale proche,Industrielle,Oxydes d'azote,9,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,31,µg/m3,1,926802,6869596,6.09361100046367,48.8863869968337,2412
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,24,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2413
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,24,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,0,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2414
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,24,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2415
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,24,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2416
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,24,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2417
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,24,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,NA,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2418
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,24,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,NA,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2419
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,24,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,NA,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2420
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,453,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2421
Bas-Rhin,Schiltigheim,67447,Strasbourg Ouest,FR16001,Périurbaine,Fond,NA,24,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,NA,µg/m3,1,1046948,6844639,7.70891699984102,48.6088179967599,2422
