nom_dept,nom_com,insee_com,nom_station,code_station_ue,typologie,influence,nom_poll,id_poll_ue,metrique,date_debut,date_fin,valeur,unite,statut_valid,x,y,longitude,latitude,ObjectId
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Ozone,7,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,1
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Dioxyde d'azote,8,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,35,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,2
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Ozone,7,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,3
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Ozone,7,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,48,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,4
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Ozone,7,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,51,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,5
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Ozone,7,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,47,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,6
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Ozone,7,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,47,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,7
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Ozone,7,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,44,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,8
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Ozone,7,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,50,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,9
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Ozone,7,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,52,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,10
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Ozone,7,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,NA,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,11
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,12
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,13
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,14
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,15
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,16
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,38,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,17
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,31,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,18
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,28,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,19
Moselle,Forbach,57227,Agglomération de Forbach - Centre,FR22054,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,29,µg/m3,1,985016,6905691,6.91086700013002,49.1874199967162,20
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Ozone,7,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,53,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,21
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,16,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,22
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,16,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,23
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,15,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,24
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,15,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,25
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,14,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,26
Moselle,Thionville,57672,Agglomération de Thionville - Nord (La Malgrange),FR01019,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,19,µg/m3,1,929581,6923383,6.16083099944386,49.368609997049,27
Moselle,Sarreguemines,57631,Agglomération de Sarreguemines - Centre,FR22022,Urbaine,Fond,Ozone,7,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,47,µg/m3,1,997986,6898655,7.0835390003849,49.1183429962251,28
Meurthe-et-Moselle,Fléville-devant-Nancy,54197,Agglomération de Nancy - Sud (Fléville),FR30021,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,935417,6840465,6.19492199987924,48.6215019964506,29
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,13,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,30
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,13,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,31
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,12,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,32
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,12,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,33
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,11,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,34
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,35
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,36
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,37
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,38
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,39
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,18,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,40
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,15,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,41
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,14,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,42
Moselle,Spicheren,57659,Agglomération de Forbach - Est (Spicheren),FR22014,Périurbaine,Fond,Oxydes d'azote,9,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,13,µg/m3,1,988363,6906746,6.95744400048701,49.1953899964592,43
Moselle,Schœneck,57638,Agglomération de Forbach - Nord (Schoeneck),FR22019,Périurbaine,Fond,Dioxyde de soufre,1,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,985924,6909405,6.92583300065551,49.2203639963489,44
Moselle,Schœneck,57638,Agglomération de Forbach - Nord (Schoeneck),FR22019,Périurbaine,Fond,Ozone,7,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,NA,µg/m3,1,985924,6909405,6.92583300065551,49.2203639963489,45
Moselle,Schœneck,57638,Agglomération de Forbach - Nord (Schoeneck),FR22019,Périurbaine,Fond,Ozone,7,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,45,µg/m3,1,985924,6909405,6.92583300065551,49.2203639963489,46
Moselle,Schœneck,57638,Agglomération de Forbach - Nord (Schoeneck),FR22019,Périurbaine,Fond,Ozone,7,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,45,µg/m3,1,985924,6909405,6.92583300065551,49.2203639963489,47
Moselle,Schœneck,57638,Agglomération de Forbach - Nord (Schoeneck),FR22019,Périurbaine,Fond,Ozone,7,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,49,µg/m3,1,985924,6909405,6.92583300065551,49.2203639963489,48
Moselle,Schœneck,57638,Agglomération de Forbach - Nord (Schoeneck),FR22019,Périurbaine,Fond,Ozone,7,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,45,µg/m3,1,985924,6909405,6.92583300065551,49.2203639963489,49
Moselle,Schœneck,57638,Agglomération de Forbach - Nord (Schoeneck),FR22019,Périurbaine,Fond,Ozone,7,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,46,µg/m3,1,985924,6909405,6.92583300065551,49.2203639963489,50
Moselle,Schœneck,57638,Agglomération de Forbach - Nord (Schoeneck),FR22019,Périurbaine,Fond,Ozone,7,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,44,µg/m3,1,985924,6909405,6.92583300065551,49.2203639963489,51
Moselle,Schœneck,57638,Agglomération de Forbach - Nord (Schoeneck),FR22019,Périurbaine,Fond,Ozone,7,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,47,µg/m3,1,985924,6909405,6.92583300065551,49.2203639963489,52
Moselle,Schœneck,57638,Agglomération de Forbach - Nord (Schoeneck),FR22019,Périurbaine,Fond,Ozone,7,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,51,µg/m3,1,985924,6909405,6.92583300065551,49.2203639963489,53
Moselle,Schœneck,57638,Agglomération de Forbach - Nord (Schoeneck),FR22019,Périurbaine,Fond,Ozone,7,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,55,µg/m3,1,985924,6909405,6.92583300065551,49.2203639963489,54
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Particules PM10,5,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,25,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,55
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Particules PM10,5,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,26,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,56
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Particules PM10,5,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,25,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,57
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Particules PM10,5,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,24,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,58
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Particules PM10,5,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,25,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,59
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Particules PM10,5,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,23,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,60
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Particules PM10,5,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,19,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,61
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Particules PM10,5,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,21,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,62
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Particules PM10,5,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,21,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,63
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Particules PM10,5,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,18,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,64
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,"Particules fines PM2,5",6001,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,19,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,65
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,"Particules fines PM2,5",6001,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,21,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,66
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,"Particules fines PM2,5",6001,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,21,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,67
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,"Particules fines PM2,5",6001,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,18,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,68
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,"Particules fines PM2,5",6001,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,17,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,69
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,"Particules fines PM2,5",6001,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,15,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,70
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,"Particules fines PM2,5",6001,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,13,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,71
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,"Particules fines PM2,5",6001,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,10,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,72
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,"Particules fines PM2,5",6001,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,13,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,73
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,"Particules fines PM2,5",6001,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,10,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,74
Meurthe-et-Moselle,Nancy,54395,Agglomération de Nancy - Centre (Gare) ,FR30016,Urbaine,Trafic,Dioxyde d'azote,8,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,32,µg/m3,1,933670,6847554,6.17511099983163,48.685855996093,75
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Ozone,7,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,41,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,76
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Ozone,7,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,44,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,77
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Ozone,7,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,42,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,78
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Ozone,7,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,44,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,79
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Ozone,7,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,42,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,80
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Ozone,7,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,43,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,81
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Ozone,7,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,42,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,82
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Ozone,7,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,45,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,83
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Ozone,7,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,47,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,84
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Ozone,7,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,50,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,85
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,26,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,86
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,27,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,87
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,25,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,88
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,23,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,89
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,22,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,90
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,22,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,91
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,21,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,92
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,19,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,93
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,20,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,94
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Dioxyde d'azote,8,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,19,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,95
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2011/01/01 00:00:00+00,2012/01/01 00:00:00+00,NA,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,96
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2012/01/01 00:00:00+00,2013/01/01 00:00:00+00,NA,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,97
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2013/01/01 00:00:00+00,2014/01/01 00:00:00+00,NA,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,98
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2014/01/01 00:00:00+00,2015/01/01 00:00:00+00,NA,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,99
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2015/01/01 00:00:00+00,2016/01/01 00:00:00+00,NA,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,100
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2016/01/01 00:00:00+00,2017/01/01 00:00:00+00,32,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,101
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2017/01/01 00:00:00+00,2018/01/01 00:00:00+00,30,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,102
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2018/01/01 00:00:00+00,2019/01/01 00:00:00+00,28,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,103
Moselle,Metz,57463,Agglomération de Metz - Centre (Récollets),FR01011,Urbaine,Fond,Oxydes d'azote,9,mesure annuelle,2019/01/01 00:00:00+00,2020/01/01 00:00:00+00,29,µg/m3,1,932149,6895747,6.18083299982941,49.1194419963791,104
Moselle,Metz,57463,Agglomération de Metz - Est (Borny),FR01012,Urbaine,Fond,Dioxyde de soufre,1,mesure annuelle,2010/01/01 00:00:00+00,2011/01/01 00:00:00+00,2,µg/m3,1,935291,6894855,6.22333600050786,49.1102829965523,105
