X,Y,objectid,nom_dept,nom_com,insee_com,nom_station,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,date_debut,date_fin,statut_valid,x_wgs84,y_wgs84,x_reg,y_reg,ObjectId2
341289.974043466,6512032.87877854,1419,NORD,Douai,59178,Douai Theuriet,FR06003,urban,2,Dioxyde d'azote,8,21,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.06586,50.3782,704691,7031180,1
341289.974043466,6512032.87877854,1420,NORD,Douai,59178,Douai Theuriet,FR06003,urban,2,Ozone,7,45,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.06586,50.3782,704691,7031180,2
392148.509802189,6509606.85907271,1421,NORD,Valenciennes,59606,Valenciennes Wallon,FR06006,urban,4,Dioxyde d'azote,8,34,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.52273,50.3643,737244,7029740,3
392148.509802189,6509606.85907271,1423,NORD,Valenciennes,59606,Valenciennes Wallon,FR06006,urban,4,Particules fines PM2.5,6001,20,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.52273,50.3643,737244,7029740,4
312514.998868312,6499944.73990098,904,PAS-DE-CALAIS,Saint-Laurent-Blangy,62753,St-Laurent-Blangy,FR28022,suburban,2,Dioxyde d'azote,8,20,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.80737,50.3089,686260,7023470,5
312514.998868312,6499944.73990098,906,PAS-DE-CALAIS,Saint-Laurent-Blangy,62753,St-Laurent-Blangy,FR28022,suburban,2,Dioxyde d'azote,8,18,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.80737,50.3089,686260,7023470,6
442707.596130678,6494804.34110129,1424,NORD,Maubeuge,59392,Maubeuge Joyeuse,FR06007,urban,2,Dioxyde d'azote,8,20,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.97691,50.2794,769719,7020590,7
442707.596130678,6494804.34110129,1425,NORD,Maubeuge,59392,Maubeuge Joyeuse,FR06007,urban,2,Ozone,7,43,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.97691,50.2794,769719,7020590,8
293403.668688923,6539519.21403007,913,PAS-DE-CALAIS,Béthune,62119,Bethune Stade,FR28028,urban,2,Dioxyde d'azote,8,16,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.63569,50.5354,674132,7048740,9
428583.379138827,6462275.94576193,1427,NORD,Cartignies,59134,Cartignies,FR06133,rural-regional,2,Ozone,7,45,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.85003,50.0923,760889,6999650,10
269397.620499354,6629895.00668212,1428,NORD,Dunkerque,59183,Malo-les-Bains,FR10004,urban,2,Particules fines PM2.5,6001,16,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,2.42004,51.0486,659239,7106030,11
250579.060580751,6624726.07582164,931,NORD,Dunkerque,59183,Mardyck,FR10012,suburban,1,Dioxyde d'azote,8,15,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.25099,51.0194,647327,7102880,12
250579.060580751,6624726.07582164,1429,NORD,Dunkerque,59183,Mardyck,FR10012,suburban,1,Benzène,20,0.89,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,2.25099,51.0194,647327,7102880,13
390513.226482435,6508594.7731797,2541,NORD,Valenciennes,59606,Valenciennes Acacias,FR06001,urban,2,Dioxyde d'azote,8,17,ug.m-3,annuelle,2019/01/01 00:00:00+00,2019/12/31 23:59:59+00,t,3.50804,50.3585,736201,7029100,14
259637.1275466,6627097.71506936,940,NORD,Dunkerque,59183,St Pol mer - cheminots,FR10017,urban,2,Dioxyde d'azote,8,,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.33236,51.0328,653062,7104320,15
259637.1275466,6627097.71506936,941,NORD,Dunkerque,59183,St Pol mer - cheminots,FR10017,urban,2,Dioxyde d'azote,8,,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.33236,51.0328,653062,7104320,16
259637.1275466,6627097.71506936,942,NORD,Dunkerque,59183,St Pol mer - cheminots,FR10017,urban,2,Dioxyde d'azote,8,,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.33236,51.0328,653062,7104320,17
259637.1275466,6627097.71506936,943,NORD,Dunkerque,59183,St Pol mer - cheminots,FR10017,urban,2,Dioxyde d'azote,8,,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.33236,51.0328,653062,7104320,18
250579.060580751,6624726.07582164,1431,NORD,Dunkerque,59183,Mardyck,FR10012,suburban,1,Dioxyde d'azote,8,21,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,2.25099,51.0194,647327,7102880,19
250579.060580751,6624726.07582164,1432,NORD,Dunkerque,59183,Mardyck,FR10012,suburban,1,Dioxyde de soufre,1,4,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,2.25099,51.0194,647327,7102880,20
246534.823480231,6620586.19955039,1433,NORD,Loon-Plage,59359,Loon-Plage,FR10013,suburban,1,Dioxyde de soufre,1,4,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,2.21466,50.996,644746,7100290,21
390513.226482435,6508594.7731797,2542,NORD,Valenciennes,59606,Valenciennes Acacias,FR06001,urban,2,Ozone,7,47,ug.m-3,annuelle,2019/01/01 00:00:00+00,2019/12/31 23:59:59+00,t,3.50804,50.3585,736201,7029100,22
342281.830706434,6557999.67923712,964,NORD,Lille,59350,Lille Leeds,FR11007,urban,4,Dioxyde d'azote,8,,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,3.07477,50.6408,705298,7060430,23
342281.830706434,6557999.67923712,965,NORD,Lille,59350,Lille Leeds,FR11007,urban,4,Dioxyde d'azote,8,,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,3.07477,50.6408,705298,7060430,24
342281.830706434,6557999.67923712,966,NORD,Lille,59350,Lille Leeds,FR11007,urban,4,Dioxyde d'azote,8,,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,3.07477,50.6408,705298,7060430,25
263411.971479399,6620568.51225208,1436,NORD,Cappelle-la-Grande,59131,Cappelle,FR10029,suburban,2,Ozone,7,51,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,2.36627,50.9959,655413,7100190,26
347949.105982719,6581677.93721372,976,NORD,Halluin,59279,Halluin stade,FR11026,suburban,2,Dioxyde d'azote,8,20,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,3.12568,50.7755,708882,7075440,27
256274.165729735,6625628.63383047,1438,NORD,Grande-Synthe,59271,Grande-synthe,FR10034,suburban,1,Dioxyde d'azote,8,22,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,2.30215,51.0245,650930,7103410,28
341289.974043466,6512032.87877854,2544,NORD,Douai,59178,Douai Theuriet,FR06003,urban,2,Dioxyde d'azote,8,16,ug.m-3,annuelle,2019/01/01 00:00:00+00,2019/12/31 23:59:59+00,t,3.06586,50.3782,704691,7031180,29
365573.20776511,6420563.33509658,989,AISNE,Saint-Quentin,2691,P. Roth St Quentin,FR18042,urban,2,Dioxyde d'azote,8,22,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,3.284,49.8513,720440,6972540,30
341289.974043466,6512032.87877854,2545,NORD,Douai,59178,Douai Theuriet,FR06003,urban,2,Ozone,7,50,ug.m-3,annuelle,2019/01/01 00:00:00+00,2019/12/31 23:59:59+00,t,3.06586,50.3782,704691,7031180,31
256274.165729735,6625628.63383047,1441,NORD,Grande-Synthe,59271,Grande-synthe,FR10034,suburban,1,Dioxyde de soufre,1,6,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,2.30215,51.0245,650930,7103410,32
312514.998868312,6499944.73990098,1006,PAS-DE-CALAIS,Saint-Laurent-Blangy,62753,St-Laurent-Blangy,FR28022,suburban,2,Ozone,7,46,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.80737,50.3089,686260,7023470,33
221687.199940265,6552682.74502853,1443,PAS-DE-CALAIS,Campagne-lès-Boulonnais,62202,Campagne les B.,FR10132,rural-regional,2,Particules fines PM2.5,6001,15,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,1.99145,50.6105,628494,7057510,34
293403.668688923,6539519.21403007,1012,PAS-DE-CALAIS,Béthune,62119,Bethune Stade,FR28028,urban,2,Ozone,7,47,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.63569,50.5354,674132,7048740,35
341289.974043466,6512032.87877854,2546,NORD,Douai,59178,Douai Theuriet,FR06003,urban,2,Particules PM10,5,20,ug.m-3,annuelle,2019/01/01 00:00:00+00,2019/12/31 23:59:59+00,t,3.06586,50.3782,704691,7031180,36
341289.974043466,6512032.87877854,2547,NORD,Douai,59178,Douai Theuriet,FR06003,urban,2,Particules fines PM2.5,6001,12,ug.m-3,annuelle,2019/01/01 00:00:00+00,2019/12/31 23:59:59+00,t,3.06586,50.3782,704691,7031180,37
392148.509802189,6509606.85907271,2548,NORD,Valenciennes,59606,Valenciennes Wallon,FR06006,urban,4,Dioxyde d'azote,8,,ug.m-3,annuelle,2019/01/01 00:00:00+00,2019/12/31 23:59:59+00,t,3.52273,50.3643,737244,7029740,38
259637.1275466,6627097.71506936,1030,NORD,Dunkerque,59183,St Pol mer - cheminots,FR10017,urban,2,Ozone,7,,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.33236,51.0328,653062,7104320,39
259637.1275466,6627097.71506936,1031,NORD,Dunkerque,59183,St Pol mer - cheminots,FR10017,urban,2,Ozone,7,,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.33236,51.0328,653062,7104320,40
259637.1275466,6627097.71506936,1032,NORD,Dunkerque,59183,St Pol mer - cheminots,FR10017,urban,2,Ozone,7,,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.33236,51.0328,653062,7104320,41
259637.1275466,6627097.71506936,1033,NORD,Dunkerque,59183,St Pol mer - cheminots,FR10017,urban,2,Ozone,7,,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.33236,51.0328,653062,7104320,42
392148.509802189,6509606.85907271,1422,NORD,Valenciennes,59606,Valenciennes Wallon,FR06006,urban,4,Particules PM10,5,28.3,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.52273,50.3643,737244,7029740,43
250579.060580751,6624726.07582164,893,NORD,Dunkerque,59183,Mardyck,FR10012,suburban,1,Benzène,20,0.63,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.25099,51.0194,647327,7102880,44
250579.060580751,6624726.07582164,894,NORD,Dunkerque,59183,Mardyck,FR10012,suburban,1,Benzène,20,,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.25099,51.0194,647327,7102880,45
250579.060580751,6624726.07582164,928,NORD,Dunkerque,59183,Mardyck,FR10012,suburban,1,Dioxyde d'azote,8,15,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.25099,51.0194,647327,7102880,46
250579.060580751,6624726.07582164,929,NORD,Dunkerque,59183,Mardyck,FR10012,suburban,1,Dioxyde d'azote,8,14,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.25099,51.0194,647327,7102880,47
250579.060580751,6624726.07582164,930,NORD,Dunkerque,59183,Mardyck,FR10012,suburban,1,Dioxyde d'azote,8,15,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.25099,51.0194,647327,7102880,48
263411.971479399,6620568.51225208,1024,NORD,Cappelle-la-Grande,59131,Cappelle,FR10029,suburban,2,Ozone,7,49,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.36627,50.9959,655413,7100190,49
263411.971479399,6620568.51225208,1025,NORD,Cappelle-la-Grande,59131,Cappelle,FR10029,suburban,2,Ozone,7,53,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.36627,50.9959,655413,7100190,50
263411.971479399,6620568.51225208,1026,NORD,Cappelle-la-Grande,59131,Cappelle,FR10029,suburban,2,Ozone,7,47,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.36627,50.9959,655413,7100190,51
263411.971479399,6620568.51225208,1027,NORD,Cappelle-la-Grande,59131,Cappelle,FR10029,suburban,2,Ozone,7,50,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.36627,50.9959,655413,7100190,52
256274.165729735,6625628.63383047,934,NORD,Grande-Synthe,59271,Grande-synthe,FR10034,suburban,1,Dioxyde d'azote,8,27,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.30215,51.0245,650930,7103410,53
256274.165729735,6625628.63383047,935,NORD,Grande-Synthe,59271,Grande-synthe,FR10034,suburban,1,Dioxyde d'azote,8,20,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.30215,51.0245,650930,7103410,54
256274.165729735,6625628.63383047,936,NORD,Grande-Synthe,59271,Grande-synthe,FR10034,suburban,1,Dioxyde d'azote,8,,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.30215,51.0245,650930,7103410,55
344011.735593361,6555770.71215602,958,NORD,Lille,59350,Lille Fives,FR11025,urban,2,Dioxyde d'azote,8,24,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,3.09031,50.6281,706401,7059010,56
344011.735593361,6555770.71215602,959,NORD,Lille,59350,Lille Fives,FR11025,urban,2,Dioxyde d'azote,8,23,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,3.09031,50.6281,706401,7059010,57
344011.735593361,6555770.71215602,960,NORD,Lille,59350,Lille Fives,FR11025,urban,2,Dioxyde d'azote,8,24,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,3.09031,50.6281,706401,7059010,58
344011.735593361,6555770.71215602,961,NORD,Lille,59350,Lille Fives,FR11025,urban,2,Dioxyde d'azote,8,28,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,3.09031,50.6281,706401,7059010,59
347949.105982719,6581677.93721372,977,NORD,Halluin,59279,Halluin stade,FR11026,suburban,2,Dioxyde d'azote,8,21,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,3.12568,50.7755,708882,7075440,60
347949.105982719,6581677.93721372,978,NORD,Halluin,59279,Halluin stade,FR11026,suburban,2,Dioxyde d'azote,8,20,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,3.12568,50.7755,708882,7075440,61
354069.451586534,6569540.26423354,970,NORD,Roubaix,59512,Roubaix Serres,FR11034,urban,4,Dioxyde d'azote,8,32,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,3.18066,50.7065,712785,7067770,62
354069.451586534,6569540.26423354,971,NORD,Roubaix,59512,Roubaix Serres,FR11034,urban,4,Dioxyde d'azote,8,31,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,3.18066,50.7065,712785,7067770,63
354069.451586534,6569540.26423354,972,NORD,Roubaix,59512,Roubaix Serres,FR11034,urban,4,Dioxyde d'azote,8,32,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,3.18066,50.7065,712785,7067770,64
354069.451586534,6569540.26423354,973,NORD,Roubaix,59512,Roubaix Serres,FR11034,urban,4,Dioxyde d'azote,8,31,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,3.18066,50.7065,712785,7067770,65
365573.20776511,6420563.33509658,988,AISNE,Saint-Quentin,2691,P. Roth St Quentin,FR18042,urban,2,Dioxyde d'azote,8,22,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,3.284,49.8513,720440,6972540,66
365573.20776511,6420563.33509658,990,AISNE,Saint-Quentin,2691,P. Roth St Quentin,FR18042,urban,2,Dioxyde d'azote,8,20,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,3.284,49.8513,720440,6972540,67
365573.20776511,6420563.33509658,991,AISNE,Saint-Quentin,2691,P. Roth St Quentin,FR18042,urban,2,Dioxyde d'azote,8,20,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,3.284,49.8513,720440,6972540,68
275448.948018876,6319025.42940557,922,OISE,Creil,60175,Faiencerie Creil,FR18043,urban,2,Dioxyde d'azote,8,22,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.4744,49.2596,661733,6906780,69
275448.948018876,6319025.42940557,923,OISE,Creil,60175,Faiencerie Creil,FR18043,urban,2,Dioxyde d'azote,8,23,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.4744,49.2596,661733,6906780,70
275448.948018876,6319025.42940557,924,OISE,Creil,60175,Faiencerie Creil,FR18043,urban,2,Dioxyde d'azote,8,24,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.4744,49.2596,661733,6906780,71
275448.948018876,6319025.42940557,925,OISE,Creil,60175,Faiencerie Creil,FR18043,urban,2,Dioxyde d'azote,8,22,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.4744,49.2596,661733,6906780,72
275448.948018876,6319025.42940557,1018,OISE,Creil,60175,Faiencerie Creil,FR18043,urban,2,Ozone,7,43,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.4744,49.2596,661733,6906780,73
275448.948018876,6319025.42940557,1019,OISE,Creil,60175,Faiencerie Creil,FR18043,urban,2,Ozone,7,47,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.4744,49.2596,661733,6906780,74
275448.948018876,6319025.42940557,1020,OISE,Creil,60175,Faiencerie Creil,FR18043,urban,2,Ozone,7,41,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.4744,49.2596,661733,6906780,75
275448.948018876,6319025.42940557,1021,OISE,Creil,60175,Faiencerie Creil,FR18043,urban,2,Ozone,7,43,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.4744,49.2596,661733,6906780,76
256546.898482178,6429407.64900971,898,SOMME,Amiens,80021,St Pierre Amiens,FR18053,urban,2,Dioxyde d'azote,8,19,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.3046,49.9025,650001,6978420,77
256546.898482178,6429407.64900971,900,SOMME,Amiens,80021,St Pierre Amiens,FR18053,urban,2,Dioxyde d'azote,8,20,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.3046,49.9025,650001,6978420,78
256546.898482178,6429407.64900971,901,SOMME,Amiens,80021,St Pierre Amiens,FR18053,urban,2,Dioxyde d'azote,8,21,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.3046,49.9025,650001,6978420,79
256546.898482178,6429407.64900971,1000,SOMME,Amiens,80021,St Pierre Amiens,FR18053,urban,2,Ozone,7,45,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.3046,49.9025,650001,6978420,80
256546.898482178,6429407.64900971,1001,SOMME,Amiens,80021,St Pierre Amiens,FR18053,urban,2,Ozone,7,44,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.3046,49.9025,650001,6978420,81
256546.898482178,6429407.64900971,1002,SOMME,Amiens,80021,St Pierre Amiens,FR18053,urban,2,Ozone,7,38,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.3046,49.9025,650001,6978420,82
256546.898482178,6429407.64900971,1003,SOMME,Amiens,80021,St Pierre Amiens,FR18053,urban,2,Ozone,7,41,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.3046,49.9025,650001,6978420,83
232022.101465512,6349150.78415446,916,OISE,Beauvais,60057,Trafic Beauvais 1,FR18089,urban,4,Dioxyde d'azote,8,34,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.08429,49.4359,633560,6926660,84
232022.101465512,6349150.78415446,917,OISE,Beauvais,60057,Trafic Beauvais 1,FR18089,urban,4,Dioxyde d'azote,8,32,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.08429,49.4359,633560,6926660,85
232022.101465512,6349150.78415446,918,OISE,Beauvais,60057,Trafic Beauvais 1,FR18089,urban,4,Dioxyde d'azote,8,31,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.08429,49.4359,633560,6926660,86
232022.101465512,6349150.78415446,919,OISE,Beauvais,60057,Trafic Beauvais 1,FR18089,urban,4,Dioxyde d'azote,8,30,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.08429,49.4359,633560,6926660,87
312514.998868312,6499944.73990098,905,PAS-DE-CALAIS,Saint-Laurent-Blangy,62753,St-Laurent-Blangy,FR28022,suburban,2,Dioxyde d'azote,8,18,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.80737,50.3089,686260,7023470,88
312514.998868312,6499944.73990098,907,PAS-DE-CALAIS,Saint-Laurent-Blangy,62753,St-Laurent-Blangy,FR28022,suburban,2,Dioxyde d'azote,8,17,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.80737,50.3089,686260,7023470,89
312514.998868312,6499944.73990098,1007,PAS-DE-CALAIS,Saint-Laurent-Blangy,62753,St-Laurent-Blangy,FR28022,suburban,2,Ozone,7,49,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.80737,50.3089,686260,7023470,90
312514.998868312,6499944.73990098,1008,PAS-DE-CALAIS,Saint-Laurent-Blangy,62753,St-Laurent-Blangy,FR28022,suburban,2,Ozone,7,46,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.80737,50.3089,686260,7023470,91
312514.998868312,6499944.73990098,1009,PAS-DE-CALAIS,Saint-Laurent-Blangy,62753,St-Laurent-Blangy,FR28022,suburban,2,Ozone,7,48,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.80737,50.3089,686260,7023470,92
293403.668688923,6539519.21403007,910,PAS-DE-CALAIS,Béthune,62119,Bethune Stade,FR28028,urban,2,Dioxyde d'azote,8,18,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,2.63569,50.5354,674132,7048740,93
293403.668688923,6539519.21403007,912,PAS-DE-CALAIS,Béthune,62119,Bethune Stade,FR28028,urban,2,Dioxyde d'azote,8,16,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.63569,50.5354,674132,7048740,94
293403.668688923,6539519.21403007,1013,PAS-DE-CALAIS,Béthune,62119,Bethune Stade,FR28028,urban,2,Ozone,7,46,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,2.63569,50.5354,674132,7048740,95
293403.668688923,6539519.21403007,1014,PAS-DE-CALAIS,Béthune,62119,Bethune Stade,FR28028,urban,2,Ozone,7,43,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,2.63569,50.5354,674132,7048740,96
293403.668688923,6539519.21403007,1015,PAS-DE-CALAIS,Béthune,62119,Bethune Stade,FR28028,urban,2,Ozone,7,47,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,2.63569,50.5354,674132,7048740,97
442707.596130678,6494804.34110129,1426,NORD,Maubeuge,59392,Maubeuge Joyeuse,FR06007,urban,2,Particules PM10,5,19.6,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.97691,50.2794,769719,7020590,98
238576.59308342,6617951.21225025,1435,NORD,Gravelines,59273,Gravelines PC/Drire,FR10028,suburban,1,Particules PM10,5,22.3,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,2.14317,50.9811,639699,7098680,99
221687.199940265,6552682.74502853,1442,PAS-DE-CALAIS,Campagne-lès-Boulonnais,62202,Campagne les B.,FR10132,rural-regional,2,Particules PM10,5,21.9,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,1.99145,50.6105,628494,7057510,100
344011.735593361,6555770.71215602,1445,NORD,Lille,59350,Lille Fives,FR11025,urban,2,Dioxyde d'azote,8,26,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.09031,50.6281,706401,7059010,101
344011.735593361,6555770.71215602,1446,NORD,Lille,59350,Lille Fives,FR11025,urban,2,Particules PM10,5,26,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.09031,50.6281,706401,7059010,102
344011.735593361,6555770.71215602,1048,NORD,Lille,59350,Lille Fives,FR11025,urban,2,Ozone,7,,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,3.09031,50.6281,706401,7059010,103
344011.735593361,6555770.71215602,1049,NORD,Lille,59350,Lille Fives,FR11025,urban,2,Ozone,7,,ug.m-3,annuelle,2015/01/01 00:00:00+00,2015/12/31 23:59:59+00,t,3.09031,50.6281,706401,7059010,104
344011.735593361,6555770.71215602,1050,NORD,Lille,59350,Lille Fives,FR11025,urban,2,Ozone,7,,ug.m-3,annuelle,2016/01/01 00:00:00+00,2016/12/31 23:59:59+00,t,3.09031,50.6281,706401,7059010,105
344011.735593361,6555770.71215602,1051,NORD,Lille,59350,Lille Fives,FR11025,urban,2,Ozone,7,,ug.m-3,annuelle,2017/01/01 00:00:00+00,2017/12/31 23:59:59+00,t,3.09031,50.6281,706401,7059010,106
344011.735593361,6555770.71215602,1447,NORD,Lille,59350,Lille Fives,FR11025,urban,2,Particules fines PM2.5,6001,19,ug.m-3,annuelle,2013/01/01 00:00:00+00,2013/12/31 23:59:59+00,t,3.09031,50.6281,706401,7059010,107
339464.334394456,6550437.67627816,1054,NORD,Wattignies,59648,Wattignies,FR11114,suburban,2,Ozone,7,,ug.m-3,annuelle,2014/01/01 00:00:00+00,2014/12/31 23:59:59+00,t,3.04946,50.5977,703508,7055630,108
