FECHA;GERENCIA;NOMBREGERENCIA;CS;CENTRO;PREVALENCIA;TASAx100;x_geo;y_geo;zbs_geo;PROVINCIA
2020-04-19;1706;Gerencia de Salamanca;170636;C.S. SAN JUAN;329;2.134700234;-5.6596496;40.9722411;SAN JUAN;Salamanca
2020-04-19;1707;Gerencia de Segovia;170702;C.S. CARBONERO EL MAYOR;301;3.245982961;-4.1840569;41.1764848;CARBONERO EL MAYOR;Segovia
2020-04-19;1707;Gerencia de Segovia;170704;C.S. FUENTESAUCO;37;2.687000726;-4.0940193;41.4080459;FUENTESAUCO;Segovia
2020-04-19;1707;Gerencia de Segovia;170706;C.S. NAVA DE LA ASUNCION;194;2.264239029;-4.4695964;41.1179671;NAVA DE LA ASUNCION;Segovia
2020-04-19;1707;Gerencia de Segovia;170710;C.S. SEGOVIA III;552;3.6043095;-4.120243;40.94888;SEGOVIA III;Segovia
2020-04-19;1707;Gerencia de Segovia;170712;C.S. SEPULVEDA;69;2.405857741;-3.712417;41.329873;SEPULVEDA;Segovia
2020-04-19;1707;Gerencia de Segovia;170715;C.S. SAN ILDEFONSO;279;5.204252938;-4.0179965;40.8500482;SAN ILDEFONSO;Segovia
2020-04-19;1707;Gerencia de Segovia;170716;C.S. SACRAMENIA;19;2.314250914;-3.9279862;41.4623748;SACRAMENIA;Segovia
2020-04-19;1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;12;0.861450108;-2.8636289;41.4257913;BERLANGA DE DUERO;Soria
2020-04-19;1708;Gerencia de Soria;170810;C.S. SAN LEONARDO YAGÜE;26;0.681877787;-3.1059501;41.8083737;SAN LEONARDO YAGÜE;Soria
2020-04-19;1708;Gerencia de Soria;170814;C.S. SORIA SUR;580;3.007362854;-2.4659611;41.7606339;SORIA SUR;Soria
2020-04-19;1709;Gerencia de Valladolid Oeste;170902;C.S. ARTURO EYRIES;332;1.751239582;-4.7469394;41.6284171;ARTURO EYRIES;Valladolid
2020-04-19;1709;Gerencia de Valladolid Oeste;170910;C.S. MAYORGA DE CAMPOS;21;0.801220908;-5.2444328;42.1620332;MAYORGA DE CAMPOS;Valladolid
2020-04-19;1709;Gerencia de Valladolid Oeste;170916;C.S. PISUERGA;309;1.345936057;-4.8403081;41.5926952;PISUERGA;Valladolid
2020-04-19;1709;Gerencia de Valladolid Oeste;170925;C.S. VILLALON DE CAMPOS;11;0.485865724;-5.059256;42.1180914;VILLALON DE CAMPOS;Valladolid
2020-04-19;1709;Gerencia de Valladolid Oeste;170926;C.S. VALLADOLID RURAL II;84;0.960768615;-4.8965168;41.7013384;VALLADOLID RURAL II;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171008;C.S. TORTOLA;166;1.175803938;-4.696616;41.6303261;TORTOLA;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171009;C.S. PILARICA;242;1.470230863;-4.7114053;41.6545997;PILARICA;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171012;C.S. RONDILLA II;237;1.665261383;-4.7205359;41.664046;RONDILLA II;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171013;C.S. CANTERAC;201;1.79704962;-4.7165076;41.6425339;CANTERAC;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171014;C.S. SAN PABLO;205;1.834780274;-4.7265359;41.6561919;SAN PABLO;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171016;C.S. PORTILLO;179;1.547907299;-4.5726832;41.4774359;PORTILLO;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171017;C.S. SERRADA;57;1.071831516;-4.8411889;41.4508581;SERRADA;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171018;C.S. TUDELA;177;1.522711631;-4.4669681;41.6034399;TUDELA;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171020;C.S. OLMEDO;59;1.3491882;-4.695628;41.2972206;OLMEDO;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171022;C.S. MEDINA CAMPO URBANO;285;1.35740141;-4.9149855;41.3123252;MEDINA CAMPO URBANO;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171025;C.S. VALLADOLID RURAL I;250;2.843817541;-4.6211316;41.6733784;VALLADOLID RURAL I;Valladolid
2020-04-19;1710;Gerencia de Valladolid Este;171026;C.S. CIGALES;118;1.571656899;-4.660676;41.7859567;CIGALES;Valladolid
2020-04-19;1711;Gerencia de Zamora;171102;C.S. ALCAÑICES;16;0.347523892;-6.3315738;41.7589564;ALCAÑICES;Zamora
2020-04-19;1711;Gerencia de Zamora;171109;C.S. MOMBUEY;20;0.995520159;-6.3616617;42.0450526;MOMBUEY;Zamora
2020-04-19;1711;Gerencia de Zamora;171114;C.S. PUEBLA DE SANABRIA;31;0.780070458;-6.6501789;42.0813187;PUEBLA DE SANABRIA;Zamora
2020-04-19;1711;Gerencia de Zamora;171118;C.S. SANTIBAÑEZ VIDRIAL;4;0.216216216;-6.0490574;42.0931624;SANTIBAÑEZ VIDRIAL;Zamora
2020-04-19;1711;Gerencia de Zamora;171121;C.S. ZAMORA NORTE;76;1.066217733;-5.7908384;41.5774755;ZAMORA NORTE;Zamora
2020-04-20;1701;Gerencia de Ávila;170111;C.S. CEBREROS;161;1.857835218;-4.4395554;40.4517812;CEBREROS;Ávila
2020-04-20;1701;Gerencia de Ávila;170112;C.S. FONTIVEROS;78;3.521444695;-5.0026168;40.9224581;FONTIVEROS;Ávila
2020-04-20;1701;Gerencia de Ávila;170113;C.S. NAVARREDONDA GREDOS;15;1.050420168;-5.1468286;40.3763715;NAVARREDONDA GREDOS;Ávila
2020-04-20;1701;Gerencia de Ávila;170115;C.S. MADRIGAL DE LAS ALTAS TORRES;18;0.74875208;-5.020748;41.074037;MADRIGAL DE LAS ALTAS TORRES;Ávila
2020-04-20;1701;Gerencia de Ávila;170117;C.S. PIEDRAHITA;21;0.588235294;-5.308102;40.5423616;PIEDRAHITA;Ávila
2020-04-20;1702;Gerencia de Burgos;170201;C.S. ARANDA NORTE;252;1.282834453;-3.6555077;41.6891216;ARANDA NORTE;Burgos
2020-04-20;1702;Gerencia de Burgos;170204;C.S. BELORADO;97;2.491651683;-3.2049005;42.3861643;BELORADO;Burgos
2020-04-20;1702;Gerencia de Burgos;170212;C.S. GAMONAL ANTIGUA;236;1.547236609;-3.6191225;42.3758528;GAMONAL ANTIGUA;Burgos
2020-04-20;1702;Gerencia de Burgos;170213;C.S. GAMONAL LAS TORRES;219;1.393484347;-3.6719481;42.3557004;GAMONAL LAS TORRES;Burgos
2020-04-20;1702;Gerencia de Burgos;170215;C.S. HUERTA DE REY;1;0.074850299;-3.3753229;41.8011313;HUERTA DE REY;Burgos
2020-04-20;1702;Gerencia de Burgos;170220;C.S. MELGAR FERNAMENTAL;17;0.610632184;-4.1777188;42.359536;MELGAR FERNAMENTAL;Burgos
2020-04-20;1702;Gerencia de Burgos;170223;C.S. PAMPLIEGA;15;0.789889415;-4.008123;42.17932;PAMPLIEGA;Burgos
2020-04-20;1702;Gerencia de Burgos;170226;C.S. SALAS LOS INFANTES;28;0.863131936;-3.2811979;42.0588261;SALAS LOS INFANTES;Burgos
2020-04-20;1702;Gerencia de Burgos;170227;C.S. SAN AGUSTIN;350;1.59163256;-3.6970311;42.3120645;SAN AGUSTIN;Burgos
2020-04-20;1702;Gerencia de Burgos;170228;C.S. SANTA CLARA;382;2.215134822;-3.6638629;42.3283523;SANTA CLARA;Burgos
2020-04-20;1702;Gerencia de Burgos;170230;C.S. VALLE DE LOSA;1;0.182149362;-3.1799508;42.9747524;VALLE DE LOSA;Burgos
2020-04-20;1702;Gerencia de Burgos;170231;C.S. VALLE TOBALINA;3;0.308008214;-3.245942;42.763078;VALLE TOBALINA;Burgos
2020-04-20;1702;Gerencia de Burgos;170235;C.S. VILLARCAYO;27;0.619550252;-3.5891204;42.8916432;VILLARCAYO;Burgos
2020-04-20;1702;Gerencia de Burgos;170237;C.S. LAS HUELGAS;181;1.665286595;-3.7350745;42.3342952;LAS HUELGAS;Burgos
2020-04-20;1703;Gerencia de León;170303;C.S. ASTORGA II;72;1.835798062;-6.1802328;42.4989784;ASTORGA II;León
2020-04-20;1703;Gerencia de León;170304;C.S. SAN EMILIANO;14;1.472134595;-6.03948;42.9619753;SAN EMILIANO;León
2020-04-20;1703;Gerencia de León;170306;C.S. CISTIERNA;59;1.013745704;-5.074482;42.8018865;CISTIERNA;León
2020-04-20;1703;Gerencia de León;170307;C.S. CUENCA BERNESGA;58;0.835494094;-5.6824618;42.9003761;CUENCA BERNESGA;León
2020-04-20;1703;Gerencia de León;170308;C.S. LA BAÑEZA I;658;5.203637802;-5.9064216;42.2735381;LA BAÑEZA I;León
2020-04-20;1703;Gerencia de León;170313;C.S. LA PALOMERA;426;1.705774005;-5.5639192;42.6100731;LA PALOMERA;León
2020-04-20;1703;Gerencia de León;170320;C.S. RIAÑO;2;0.167504188;-4.9636057;43.0527831;RIAÑO;León
2020-04-20;1703;Gerencia de León;170322;C.S. RIBERA DEL ORBIGO;281;2.118037235;-5.8615923;42.5482323;RIBERA DEL ORBIGO;León
2020-04-20;1703;Gerencia de León;170323;C.S. SAHAGUN CAMPOS;28;0.634057971;-5.0507432;42.4547098;SAHAGUN CAMPOS;León
2020-04-20;1703;Gerencia de León;170326;C.S. VALDERAS;20;0.575871005;-5.4625731;42.0951135;VALDERAS;León
2020-04-20;1704;Gerencia de Ponferrada;170402;C.S. CACABELOS;84;0.698196326;-6.6923743;42.6184913;CACABELOS;León
2020-04-20;1704;Gerencia de Ponferrada;170403;C.S. FABERO;22;0.335929149;-6.7032857;42.8176963;FABERO;León
2020-04-20;1704;Gerencia de Ponferrada;170404;C.S. PONFERRADA I;173;0.799334658;-6.5098923;42.5043763;PONFERRADA I;León
2020-04-20;1704;Gerencia de Ponferrada;170405;C.S. PONFERRADA II;180;0.781419579;-6.5770514;42.6316193;PONFERRADA II;León
2020-04-20;1704;Gerencia de Ponferrada;170407;C.S. PUENTE DOMINGO FLOREZ;30;1.26156434;-6.7140276;42.4127795;PUENTE DOMINGO FLOREZ;León
2020-04-20;1704;Gerencia de Ponferrada;170410;C.S. VILLAFRANCA BIERZO;46;0.680674756;-6.8923344;42.6316166;VILLAFRANCA BIERZO;León
2020-04-20;1705;Gerencia de Palencia;170502;C.S. BALTANAS;6;0.296296296;-4.1664881;41.9106172;BALTANAS;Palencia
2020-04-20;1705;Gerencia de Palencia;170503;C.S. CARRION DE LOS CONDES;74;1.960784314;-4.624195;42.3504747;CARRION DE LOS CONDES;Palencia
2020-04-20;1705;Gerencia de Palencia;170506;C.S. GUARDO;37;0.454154904;-4.7793976;42.8075753;GUARDO;Palencia
2020-04-20;1705;Gerencia de Palencia;170510;C.S. OSORNO;30;1.413760603;-4.3972754;42.42559;OSORNO;Palencia
2020-04-20;1705;Gerencia de Palencia;170511;C.S. PALENCIA RURAL;92;1.931555742;-4.5447492;42.0232248;PALENCIA RURAL;Palencia
2020-04-20;1705;Gerencia de Palencia;170512;C.S. PAREDES DE NAVA;11;0.358539765;-4.7078451;42.1692388;PAREDES DE NAVA;Palencia
2020-04-20;1705;Gerencia de Palencia;170515;C.S. ERAS DEL BOSQUE;353;1.687945297;-4.5339183;42.0278396;ERAS DEL BOSQUE;Palencia
2020-04-20;1706;Gerencia de Salamanca;170601;C.S. ALBA DE TORMES;248;2.013804304;-5.5135134;40.7460397;ALBA DE TORMES;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170604;C.S. CALZADA VALDUNCIEL;39;1.828410689;-5.7649621;41.1556443;CALZADA VALDUNCIEL;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170607;C.S. MIGUEL ARMIJO;364;1.771203348;-5.6938414;40.9687413;MIGUEL ARMIJO;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170608;C.S. FUENTE DE SAN ESTEBAN;82;2.545793232;-6.2514024;40.8046117;FUENTE DE SAN ESTEBAN;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170609;C.S. FUENTEGUINALDO;3;0.185070944;-6.734419;40.4082446;FUENTEGUINALDO;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170611;C.S. GARRIDO NORTE;432;2.296528627;-5.6512485;40.9831349;GARRIDO NORTE;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170616;C.S. LEDESMA;14;0.547945205;-6.0954699;41.0899495;LEDESMA;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170617;C.S. LINARES DE RIOFRIO;29;1.369863014;-5.8782411;40.6057622;LINARES DE RIOFRIO;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170620;C.S. MIRANDA DEL CASTAÑAR;9;0.531286895;-6.0341157;40.4383859;MIRANDA DEL CASTAÑAR;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170622;C.S. PERIURBANA NORTE;561;2.923702314;-5.6415859;41.0249771;PERIURBANA NORTE;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170625;C.S. PIZARRALES-VIDAL;328;2.190609764;-5.6796761;40.9778179;PIZARRALES-VIDAL;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170628;C.S. SANTA MARTA DE TORMES;393;2.158273381;-5.5307167;40.9275702;SANTA MARTA DE TORMES;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170631;C.S. ELENA GINEL DIEZ;297;2.837760367;-5.707699;40.9515169;ELENA GINEL DIEZ;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170633;C.S. VILLORIA;124;3.075396825;-5.3715956;41.0345487;VILLORIA;Salamanca
2020-04-20;1706;Gerencia de Salamanca;170635;C.S. UNIVERSIDAD CENTRO;255;2.218934911;-5.6668451;40.9635604;UNIVERSIDAD CENTRO;Salamanca
2020-04-20;1707;Gerencia de Segovia;170704;C.S. FUENTESAUCO;37;2.687000726;-4.0940193;41.4080459;FUENTESAUCO;Segovia
2020-04-20;1707;Gerencia de Segovia;170706;C.S. NAVA DE LA ASUNCION;222;2.591036415;-4.4695964;41.1179671;NAVA DE LA ASUNCION;Segovia
2020-04-20;1707;Gerencia de Segovia;170709;C.S. SEGOVIA II;598;3.292770222;-4.1068163;40.9420283;SEGOVIA II;Segovia
2020-04-20;1707;Gerencia de Segovia;170711;C.S. SEGOVIA RURAL;756;3.518734;-4.2108946;40.9408168;SEGOVIA RURAL;Segovia
2020-04-20;1708;Gerencia de Soria;170802;C.S. ALMAZAN;283;4.232725097;-2.537595;41.4121402;ALMAZAN;Soria
2020-04-20;1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;25;0.91374269;-2.310145;41.2156081;ARCOS DE JALON;Soria
2020-04-20;1708;Gerencia de Soria;170805;C.S. EL BURGO DE OSMA;180;3.270348837;-3.0173364;41.5822815;EL BURGO DE OSMA;Soria
2020-04-20;1708;Gerencia de Soria;170808;C.S. OLVEGA;16;0.38040894;-1.9769546;41.7233482;OLVEGA;Soria
2020-04-20;1708;Gerencia de Soria;170811;C.S. SORIA RURAL;231;3.160487071;-2.5494153;41.7928658;SORIA RURAL;Soria
2020-04-20;1708;Gerencia de Soria;170814;C.S. SORIA SUR;585;3.033288396;-2.4659611;41.7606339;SORIA SUR;Soria
2020-04-20;1709;Gerencia de Valladolid Oeste;170906;C.S. PLAZA DEL EJERCITO;231;1.227874342;-4.7383372;41.6365797;PLAZA DEL EJERCITO;Valladolid
2020-04-20;1709;Gerencia de Valladolid Oeste;170909;C.S. LAGUNA DE DUERO;265;0.927741213;-4.7293581;41.5472386;LAGUNA DE DUERO;Valladolid
2020-04-20;1709;Gerencia de Valladolid Oeste;170915;C.S. PARQUESOL;477;1.661037016;-4.7609774;41.6353453;PARQUESOL;Valladolid
2020-04-20;1709;Gerencia de Valladolid Oeste;170916;C.S. PISUERGA;314;1.367714958;-4.8403081;41.5926952;PISUERGA;Valladolid
2020-04-20;1709;Gerencia de Valladolid Oeste;170919;C.S. PARQUE ALAMEDA-COVARESA;428;1.919799049;-4.7912209;41.5671132;PARQUE ALAMEDA-COVARESA;Valladolid
2020-04-20;1709;Gerencia de Valladolid Oeste;170920;C.S. TORDESILLAS;153;1.331592689;-5.0713588;41.5447792;TORDESILLAS;Valladolid
2020-04-20;1709;Gerencia de Valladolid Oeste;170924;C.S. VILLAFRECHOS;7;0.324224178;-5.2179261;41.8799318;VILLAFRECHOS;Valladolid
2020-04-20;1709;Gerencia de Valladolid Oeste;170928;C.S. DELICIAS II;245;1.292944219;-4.7327299;41.6090563;DELICIAS II;Valladolid
2020-04-20;1710;Gerencia de Valladolid Este;171001;C.S. BARRIO ESPAÑA;81;1.363177381;-4.7052252;41.675017;BARRIO ESPAÑA;Valladolid
2020-04-20;1710;Gerencia de Valladolid Este;171007;C.S. MAGDALENA;181;1.962910747;-4.7117729;41.6599262;MAGDALENA;Valladolid
2020-04-20;1710;Gerencia de Valladolid Este;171011;C.S. RONDILLA I;258;2.716933446;-4.7254269;41.660879;RONDILLA I;Valladolid
2020-04-20;1710;Gerencia de Valladolid Este;171012;C.S. RONDILLA II;246;1.728499157;-4.7205359;41.664046;RONDILLA II;Valladolid
2020-04-20;1710;Gerencia de Valladolid Este;171018;C.S. TUDELA;184;1.582931865;-4.4669681;41.6034399;TUDELA;Valladolid
2020-04-20;1710;Gerencia de Valladolid Este;171021;C.S. MEDINA CAMPO RURAL;30;0.356083086;-4.9683549;41.2708021;MEDINA CAMPO RURAL;Valladolid
2020-04-20;1710;Gerencia de Valladolid Este;171025;C.S. VALLADOLID RURAL I;253;2.877943351;-4.6211316;41.6733784;VALLADOLID RURAL I;Valladolid
2020-04-20;1711;Gerencia de Zamora;171105;C.S. BENAVENTE SUR;83;0.568765847;-5.6713176;41.9561123;BENAVENTE SUR;Zamora
2020-04-20;1711;Gerencia de Zamora;171106;C.S. CAMARZANA DE TERA;4;0.131622244;-6.0366846;41.9912912;CAMARZANA DE TERA;Zamora
2020-04-20;1711;Gerencia de Zamora;171107;C.S. VILLARRIN;18;0.60362173;-5.6350913;41.766661;VILLARRIN;Zamora
2020-04-20;1711;Gerencia de Zamora;171116;C.S. TABARA;24;0.714711138;-6.0110225;41.8448438;TABARA;Zamora
2020-04-20;1711;Gerencia de Zamora;171117;C.S. TORO;163;1.457308896;-5.4133008;41.5359437;TORO;Zamora
2020-04-20;1711;Gerencia de Zamora;171119;C.S. VILLALPANDO;22;0.614868642;-5.4276016;41.8843207;VILLALPANDO;Zamora
2020-04-20;1711;Gerencia de Zamora;171120;C.S. VIRGEN DE LA CONCHA;213;1.040140639;-5.7331438;41.5156123;VIRGEN DE LA CONCHA;Zamora
2020-04-21;1701;Gerencia de Ávila;170101;C.S. ARENAS SAN PEDRO;136;1.789944722;-5.1146939;40.1963342;ARENAS SAN PEDRO;Ávila
2020-04-21;1701;Gerencia de Ávila;170102;C.S. AREVALO;210;1.521187975;-4.7155883;41.0192187;AREVALO;Ávila
2020-04-21;1701;Gerencia de Ávila;170107;C.S. AVILA SUR OESTE;568;3.908884454;-4.7146621;40.6360601;AVILA SUR OESTE;Ávila
2020-04-21;1701;Gerencia de Ávila;170108;C.S. BARCO DE AVILA;72;1.596452328;-5.4905478;40.334521;BARCO DE AVILA;Ávila
2020-04-21;1701;Gerencia de Ávila;170109;C.S. BURGOHONDO;31;0.675381264;-4.8384527;40.4092233;BURGOHONDO;Ávila
2020-04-21;1701;Gerencia de Ávila;170116;C.S. MOMBELTRAN;24;0.975213328;-4.996585;40.2764479;MOMBELTRAN;Ávila
2020-04-21;1701;Gerencia de Ávila;170118;C.S. SAN PEDRO ARROYO;12;0.60944642;-4.9304366;40.814332;SAN PEDRO ARROYO;Ávila
2020-04-21;1701;Gerencia de Ávila;170120;C.S. MUÑANA;36;1.671309192;-5.0363658;40.5706538;MUÑANA;Ávila
2020-04-21;1702;Gerencia de Burgos;170203;C.S. ARANDA SUR;324;2.003710575;-3.706626;41.6526832;ARANDA SUR;Burgos
2020-04-21;1702;Gerencia de Burgos;170204;C.S. BELORADO;93;2.38890316;-3.2049005;42.3861643;BELORADO;Burgos
2020-04-21;1702;Gerencia de Burgos;170206;C.S. CRISTOBAL ACOSTA;275;1.649571112;-3.6992069;42.3440772;CRISTOBAL ACOSTA;Burgos
2020-04-21;1702;Gerencia de Burgos;170208;C.S. BURGOS RURAL NORTE;76;1.03924518;-3.5966157;42.4521283;BURGOS RURAL NORTE;Burgos
2020-04-21;1702;Gerencia de Burgos;170210;C.S. CONDADO DE TREVIÑO;16;0.880088009;-2.7067503;42.7338412;CONDADO DE TREVIÑO;Burgos
2020-04-21;1702;Gerencia de Burgos;170215;C.S. HUERTA DE REY;1;0.074850299;-3.3753229;41.8011313;HUERTA DE REY;Burgos
2020-04-21;1702;Gerencia de Burgos;170216;C.S. LERMA;113;1.8748963;-3.7309756;41.9826165;LERMA;Burgos
2020-04-21;1702;Gerencia de Burgos;170218;C.S. LOS CUBOS;168;1.129943503;-3.742717;42.3602119;LOS CUBOS;Burgos
2020-04-21;1702;Gerencia de Burgos;170223;C.S. PAMPLIEGA;16;0.84254871;-4.008123;42.17932;PAMPLIEGA;Burgos
2020-04-21;1702;Gerencia de Burgos;170230;C.S. VALLE DE LOSA;1;0.182149362;-3.1799508;42.9747524;VALLE DE LOSA;Burgos
2020-04-21;1703;Gerencia de León;170301;C.S. ARMUNIA;277;2.148119426;-5.6250478;42.4904947;ARMUNIA;León
2020-04-21;1703;Gerencia de León;170304;C.S. SAN EMILIANO;14;1.472134595;-6.03948;42.9619753;SAN EMILIANO;León
2020-04-21;1703;Gerencia de León;170309;C.S. BAÑEZA II;247;2.712199407;-5.9772118;42.2458606;BAÑEZA II;León
2020-04-21;1703;Gerencia de León;170315;C.S. CRUCERO;221;1.665159735;-5.5865679;42.6003574;CRUCERO;León
2020-04-21;1703;Gerencia de León;170322;C.S. RIBERA DEL ORBIGO;312;2.351699706;-5.8615923;42.5482323;RIBERA DEL ORBIGO;León
2020-04-21;1703;Gerencia de León;170326;C.S. VALDERAS;21;0.604664555;-5.4625731;42.0951135;VALDERAS;León
2020-04-21;1703;Gerencia de León;170327;C.S. VALENCIA DE D. JUAN;80;0.873171797;-5.489176;42.278276;VALENCIA DE D. JUAN;León
2020-04-21;1703;Gerencia de León;170328;C.S. TROBAJO DEL CAMINO;320;1.638924456;-5.6842775;42.5750157;TROBAJO DEL CAMINO;León
2020-04-21;1704;Gerencia de Ponferrada;170405;C.S. PONFERRADA II;173;0.75103104;-6.5770514;42.6316193;PONFERRADA II;León
2020-04-21;1704;Gerencia de Ponferrada;170407;C.S. PUENTE DOMINGO FLOREZ;28;1.17746005;-6.7140276;42.4127795;PUENTE DOMINGO FLOREZ;León
2020-04-21;1704;Gerencia de Ponferrada;170408;C.S. TORENO;5;0.119274809;-6.5033694;42.7810332;TORENO;León
2020-04-21;1704;Gerencia de Ponferrada;170410;C.S. VILLAFRANCA BIERZO;47;0.695472033;-6.8923344;42.6316166;VILLAFRANCA BIERZO;León
2020-04-21;1705;Gerencia de Palencia;170506;C.S. GUARDO;38;0.466429361;-4.7793976;42.8075753;GUARDO;Palencia
2020-04-21;1705;Gerencia de Palencia;170510;C.S. OSORNO;31;1.460885957;-4.3972754;42.42559;OSORNO;Palencia
2020-04-21;1705;Gerencia de Palencia;170512;C.S. PAREDES DE NAVA;11;0.358539765;-4.7078451;42.1692388;PAREDES DE NAVA;Palencia
2020-04-21;1705;Gerencia de Palencia;170513;C.S. PINTOR OLIVA;411;1.807785353;-4.5093597;41.9977561;PINTOR OLIVA;Palencia
2020-04-21;1705;Gerencia de Palencia;170516;C.S. TORQUEMADA;23;1.241900648;-4.1999618;42.0367418;TORQUEMADA;Palencia
2020-04-21;1705;Gerencia de Palencia;170520;C.S. VILLAMURIEL DE CERRATO;73;1.178369653;-4.5083248;41.9521254;VILLAMURIEL DE CERRATO;Palencia
2020-04-21;1706;Gerencia de Salamanca;170604;C.S. CALZADA VALDUNCIEL;39;1.828410689;-5.7649621;41.1556443;CALZADA VALDUNCIEL;Salamanca
2020-04-21;1706;Gerencia de Salamanca;170605;C.S. CANTALAPIEDRA;17;0.922909881;-5.21837;41.0921314;CANTALAPIEDRA;Salamanca
2020-04-21;1706;Gerencia de Salamanca;170606;C.S. CIUDAD RODRIGO;271;1.848819757;-6.4762406;40.6126798;CIUDAD RODRIGO;Salamanca
2020-04-21;1706;Gerencia de Salamanca;170617;C.S. LINARES DE RIOFRIO;30;1.417099669;-5.8782411;40.6057622;LINARES DE RIOFRIO;Salamanca
2020-04-21;1706;Gerencia de Salamanca;170618;C.S. LUMBRALES;9;0.273224044;-6.6910851;40.9107995;LUMBRALES;Salamanca
2020-04-21;1706;Gerencia de Salamanca;170621;C.S. PEDROSILLO EL RALO;85;3.218477849;-5.4871391;41.1200652;PEDROSILLO EL RALO;Salamanca
2020-04-21;1706;Gerencia de Salamanca;170629;C.S. F.VILLALOBOS;175;2.103618223;-5.660618;40.9597778;F.VILLALOBOS;Salamanca
2020-04-21;1706;Gerencia de Salamanca;170630;C.S. TAMAMES;31;1.416171768;-6.1158181;40.6516889;TAMAMES;Salamanca
2020-04-21;1706;Gerencia de Salamanca;170631;C.S. ELENA GINEL DIEZ;304;2.904643608;-5.707699;40.9515169;ELENA GINEL DIEZ;Salamanca
2020-04-21;1706;Gerencia de Salamanca;170633;C.S. VILLORIA;124;3.075396825;-5.3715956;41.0345487;VILLORIA;Salamanca
2020-04-21;1706;Gerencia de Salamanca;170635;C.S. UNIVERSIDAD CENTRO;260;2.262443439;-5.6668451;40.9635604;UNIVERSIDAD CENTRO;Salamanca
2020-04-21;1706;Gerencia de Salamanca;170636;C.S. SAN JUAN;329;2.134700234;-5.6596496;40.9722411;SAN JUAN;Salamanca
2020-04-21;1707;Gerencia de Segovia;170703;C.S. CUELLAR;183;1.316168009;-4.3165518;41.3472504;CUELLAR;Segovia
2020-04-21;1707;Gerencia de Segovia;170705;C.S. NAVAFRIA;76;3.367301728;-3.7774351;41.0988251;NAVAFRIA;Segovia
2020-04-21;1707;Gerencia de Segovia;170707;C.S. RIAZA;32;0.734113329;-3.4554609;41.3634767;RIAZA;Segovia
2020-04-21;1707;Gerencia de Segovia;170709;C.S. SEGOVIA II;597;3.287263917;-4.1068163;40.9420283;SEGOVIA II;Segovia
2020-04-21;1707;Gerencia de Segovia;170713;C.S. VILLACASTIN;116;3.520485584;-4.4085747;40.7829124;VILLACASTIN;Segovia
2020-04-21;1707;Gerencia de Segovia;170714;C.S. EL ESPINAR;116;1.360544218;-4.2225274;40.7307872;EL ESPINAR;Segovia
2020-04-21;1707;Gerencia de Segovia;170715;C.S. SAN ILDEFONSO;285;5.316172356;-4.0179965;40.8500482;SAN ILDEFONSO;Segovia
2020-04-21;1708;Gerencia de Soria;170803;C.S. ARCOS DE JALON;25;0.91374269;-2.310145;41.2156081;ARCOS DE JALON;Soria
2020-04-21;1708;Gerencia de Soria;170804;C.S. BERLANGA DE DUERO;8;0.574300072;-2.8636289;41.4257913;BERLANGA DE DUERO;Soria
2020-04-21;1708;Gerencia de Soria;170806;C.S. SAN ESTEBAN GORMAZ;64;1.561737433;-3.271361;41.5454658;SAN ESTEBAN GORMAZ;Soria
2020-04-21;1708;Gerencia de Soria;170808;C.S. OLVEGA;15;0.356633381;-1.9769546;41.7233482;OLVEGA;Soria
2020-04-21;1708;Gerencia de Soria;170809;C.S. PINARES-COVALEDA;144;4.304932735;-2.819235;41.9661517;PINARES-COVALEDA;Soria
2020-04-21;1708;Gerencia de Soria;170811;C.S. SORIA RURAL;226;3.09207826;-2.5494153;41.7928658;SORIA RURAL;Soria
2020-04-21;1708;Gerencia de Soria;170813;C.S. SORIA NORTE;695;2.93261319;-2.4772902;41.7676962;SORIA NORTE;Soria
